,Name,Platform_Name,Release_Date,New_Release_Date,Release_Year
15404,Spy Hunter 2,Xbox,24-Nov-03,2003-11-24,2003
15405,Drome Racers,PlayStation2,20-Nov-02,2002-11-20,2002
15406,Dungeons & Dragons: Eye of the Beholder,GameBoyAdvance,30-Oct-02,2002-10-30,2002
15407,Myst III: Exile,PlayStation2,22-Sep-02,2002-09-22,2002
15408,BASS Strike,PlayStation2,26-Sep-01,2001-09-26,2001
15409,Ducati World Racing Challenge,PC,09-Feb-01,2001-02-09,2001
15410,SVC Chaos: SNK vs. Capcom,Xbox,07-Oct-04,2004-10-07,2004
15411,Rise of the Argonauts,PlayStation3,16-Dec-08,2008-12-16,2008
15412,The Sims 2: Pets,PSP,14-Dec-06,2006-12-14,2006
15413,Bolt,Xbox360,18-Nov-08,2008-11-18,2008
15414,Deca Sports DS,DS,02-Mar-10,2010-03-02,2010
15415,Kao the Kangaroo Round 2,GameCube,29-Mar-06,2006-03-29,2006
15416,Avatar: The Last Airbender,PSP,10-Oct-06,2006-10-10,2006
15417,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GameCube,01-Nov-05,2005-11-01,2005
15418,Destiny 2: Curse of Osiris,PlayStation4,05-Dec-17,2017-12-05,2017
15419,Disney Epic Mickey 2: The Power of Two,WiiU,18-Nov-12,2012-11-18,2012
15420,One Punch Man: A Hero Nobody Knows,PlayStation4,28-Feb-20,2020-02-28,2020
15421,Gear.Club Unlimited 2,Switch,04-Dec-18,2018-12-04,2018
15422,Fossil Fighters: Frontier,3DS,20-Mar-15,2015-03-20,2015
15423,Genesis Rising: The Universal Crusade,PC,20-Mar-07,2007-03-20,2007
15424,WWE 2K Battlegrounds,XboxOne,18-Sep-20,2020-09-18,2020
15425,The Bunker,PC,20-Sep-16,2016-09-20,2016
15426,ZHEROS,XboxOne,15-Jan-16,2016-01-15,2016
15427,Onechanbara Z2: Chaos,PlayStation4,21-Jul-15,2015-07-21,2015
15428,Final Exam,Xbox360,08-Nov-13,2013-11-08,2013
15429,Art of Murder: Cards of Destiny,PC,23-Feb-10,2010-02-23,2010
15430,DreamWorks Shrek the Third,PSP,15-May-07,2007-05-15,2007
15431,Carmen Sandiego: The Secret of the Stolen Drums,GameCube,13-Sep-04,2004-09-13,2004
15432,World War II Online: Blitzkrieg,PC,04-Jun-01,2001-06-04,2001
15433,Merchant Prince II,PC,30-Apr-01,2001-04-30,2001
15434,Robotech: Invasion,PlayStation2,05-Oct-04,2004-10-05,2004
15435,Dynasty Warriors Vol. 2,PSP,24-Oct-06,2006-10-24,2006
15436,Randal's Monday,PC,12-Nov-14,2014-11-12,2014
15437,Armikrog,PC,30-Sep-15,2015-09-30,2015
15438,Double Dragon,Xbox360,09-May-07,2007-05-09,2007
15439,Blazing Angels: Squadrons of WWII,Wii,20-Mar-07,2007-03-20,2007
15440,Breach,Xbox360,26-Jan-11,2011-01-26,2011
15441,Michael Jackson The Experience HD,PlayStationVita,15-Feb-12,2012-02-15,2012
15442,The Legend of Spyro: Dawn of the Dragon,DS,21-Oct-08,2008-10-21,2008
15443,EyePet,PSP,02-Nov-10,2010-11-02,2010
15444,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,13-Nov-06,2006-11-13,2006
15445,FIFA Soccer 13,PlayStationVita,25-Sep-12,2012-09-25,2012
15446,Tennis World Tour 2,PlayStation4,22-Sep-20,2020-09-22,2020
15447,Dead Space 2: Severed,Xbox360,01-Mar-11,2011-03-01,2011
15448,Nether,PC,05-Jun-14,2014-06-05,2014
15449,ESPN NFL PrimeTime 2002,Xbox,22-Jan-02,2002-01-22,2002
15450,Tomb Raider: Chronicles,PC,21-Nov-00,2000-11-21,2000
15451,Sydney 2000,PlayStation,31-Jul-00,2000-07-31,2000
15452,The First Templar,PC,12-May-11,2011-05-12,2011
15453,Astro Bears Party,Switch,28-Sep-17,2017-09-28,2017
15454,Legend: Hand of God,PC,01-Aug-08,2008-08-01,2008
15455,Griefhelm,PC,20-Aug-20,2020-08-20,2020
15456,Rugby 20,XboxOne,23-Jan-20,2020-01-23,2020
15457,Wizardry: Labyrinth of Lost Souls,PlayStation3,16-May-11,2011-05-16,2011
15458,Zatch Bell! Mamodo Battles,GameCube,19-Oct-05,2005-10-19,2005
15459,Faery: Legends of Avalon,Xbox360,10-Nov-10,2010-11-10,2010
15460,Bomberman Land,Wii,29-Jan-08,2008-01-29,2008
15461,Tour de France 2018,PlayStation4,28-Jun-18,2018-06-28,2018
15462,Rocketmen: Axis of Evil,Xbox360,05-Mar-08,2008-03-05,2008
15463,Dynasty Warriors 5: Xtreme Legends,PlayStation2,16-Nov-05,2005-11-16,2005
15464,Neverland Card Battles,PSP,27-Oct-08,2008-10-27,2008
15465,Stronghold Legends,PC,23-Oct-06,2006-10-23,2006
15466,Warpath,PC,18-Jul-06,2006-07-18,2006
15467,Best Friend Forever,Switch,27-Aug-20,2020-08-27,2020
15468,Black Mirror,XboxOne,28-Nov-17,2017-11-28,2017
15469,Sumioni: Demon Arts,PlayStationVita,20-Mar-12,2012-03-20,2012
15470,Prince of Persia: The Forgotten Sands,DS,18-May-10,2010-05-18,2010
15471,Rocketmen: Axis of Evil,PlayStation3,06-Mar-08,2008-03-06,2008
15472,Shrek the Third,GameBoyAdvance,15-May-07,2007-05-15,2007
15473,Army Corps of Hell,PlayStationVita,21-Feb-12,2012-02-21,2012
15474,Spider-Man: Friend or Foe,PC,02-Oct-07,2007-10-02,2007
15475,Iro Hero,Switch,07-Jun-18,2018-06-07,2018
15476,Dead Island: Riptide,Xbox360,23-Apr-13,2013-04-23,2013
15477,Eclipse: Edge of Light,PlayStation4,14-Jan-20,2020-01-14,2020
15478,Orangeblood,PC,13-Jan-20,2020-01-13,2020
15479,Men of War: Condemned Heroes,PC,12-Apr-12,2012-04-12,2012
15480,Chulip,PlayStation2,14-Feb-07,2007-02-14,2007
15481,Pool of Radiance: Ruins of Myth Drannor,PC,28-Sep-01,2001-09-28,2001
15482,Sniper: Ghost Warrior 3,XboxOne,25-Apr-17,2017-04-25,2017
15483,The Nightmare of Druaga,PlayStation2,26-Oct-04,2004-10-26,2004
15484,Dragon Ball: Raging Blast,PlayStation3,10-Nov-09,2009-11-10,2009
15485,Aegis of Earth: Protonovus Assault,PlayStation4,15-Mar-16,2016-03-15,2016
15486,Ruff Trigger: The Vanocore Conspiracy,PlayStation2,28-Jun-06,2006-06-28,2006
15487,Pulse,PC,20-Oct-15,2015-10-20,2015
15488,RWBY: Grimm Eclipse,XboxOne,17-Jan-17,2017-01-17,2017
15489,Soul Axiom,PC,29-Feb-16,2016-02-29,2016
15490,Spider-Man: Edge of Time,Xbox360,04-Oct-11,2011-10-04,2011
15491,DRIV3R,PlayStation2,21-Jun-04,2004-06-21,2004
15492,Uncanny Valley,XboxOne,10-Feb-17,2017-02-10,2017
15493,Catlateral Damage,PlayStation4,22-Mar-16,2016-03-22,2016
15494,The Great Escape,PlayStation2,23-Jul-03,2003-07-23,2003
15495,Batman: Vengeance,PC,08-Oct-02,2002-10-08,2002
15496,EOE: Eve of Extinction,PlayStation2,26-Feb-02,2002-02-26,2002
15497,Ready 2 Rumble Boxing: Round 2,GameBoyAdvance,30-May-01,2001-05-30,2001
15498,NCAA GameBreaker 2001,PlayStation2,18-Dec-00,2000-12-18,2000
15499,Toy Story 2: Buzz Lightyear to the Rescue!,Dreamcast,30-Jun-00,2000-06-30,2000
15500,Moscow to Berlin: Red Siege,PC,14-Jun-06,2006-06-14,2006
15501,Disney Epic Mickey 2: The Power of Two,PlayStationVita,18-Jun-13,2013-06-18,2013
15502,Back to Bed,PC,06-Aug-14,2014-08-06,2014
15503,Tiny Troopers,PC,24-Aug-12,2012-08-24,2012
15504,Paradise (2006),PC,03-May-06,2006-05-03,2006
15505,Trials of the Blood Dragon,XboxOne,13-Jun-16,2016-06-13,2016
15506,Pac-Man World Rally,GameCube,22-Aug-06,2006-08-22,2006
15507,Guitar Hero: Van Halen,Xbox360,22-Dec-09,2009-12-22,2009
15508,The Ward,PC,22-Jan-01,2001-01-22,2001
15509,Jet Car Stunts,PC,01-May-14,2014-05-01,2014
15510,Little Deviants,PlayStationVita,15-Feb-12,2012-02-15,2012
15511,Wrecked: Revenge Revisited,Xbox360,28-Mar-12,2012-03-28,2012
15512,Deep Labyrinth,DS,15-Aug-06,2006-08-15,2006
15513,Supremacy: Four Paths to Power,PC,09-Mar-05,2005-03-09,2005
15514,Capcom Fighting Evolution,PlayStation2,16-Nov-04,2004-11-16,2004
15515,Vietcong: Purple Haze,Xbox,15-Sep-04,2004-09-15,2004
15516,Animal Force,PlayStation4,10-Jul-18,2018-07-10,2018
15517,Mugen Souls Z,PlayStation3,20-May-14,2014-05-20,2014
15518,Iridium Runners,PlayStation2,20-Feb-08,2008-02-20,2008
15519,Lionheart: Legacy of the Crusader,PC,13-Aug-03,2003-08-13,2003
15520,Harbinger,PC,26-Feb-03,2003-02-26,2003
15521,NCAA Final Four 2003,PlayStation2,27-Nov-02,2002-11-27,2002
15522,Arctic Thunder,Xbox,15-Nov-01,2001-11-15,2001
15523,NHL FaceOff 2001,PlayStation2,05-Feb-01,2001-02-05,2001
15524,Sonic Adventure DX Director's Cut,GameCube,18-Jun-03,2003-06-18,2003
15525,DreamWorks Kung Fu Panda: Legendary Warriors,Wii,05-Nov-08,2008-11-05,2008
15526,Dawn of Mana,PlayStation2,24-May-07,2007-05-24,2007
15527,Gigantosaurus: The Game,XboxOne,27-Mar-20,2020-03-27,2020
15528,Submerged,XboxOne,07-Aug-15,2015-08-07,2015
15529,Dementium Remastered,3DS,03-Dec-15,2015-12-03,2015
15530,The Amazing Spider-Man 2,PC,29-Apr-14,2014-04-29,2014
15531,Shrek the Third,Wii,15-May-07,2007-05-15,2007
15532,Tony Hawk's Proving Ground,Wii,15-Oct-07,2007-10-15,2007
15533,"Warhammer 40,000: Squad Command",DS,17-Dec-07,2007-12-17,2007
15534,UberSoldier,PC,31-Mar-06,2006-03-31,2006
15535,Knock-knock,PC,04-Oct-13,2013-10-04,2013
15536,Far Cry 5: Lost on Mars,PlayStation4,17-Jul-18,2018-07-17,2018
15537,Toy Home,PlayStation3,20-Dec-07,2007-12-20,2007
15538,Fade to Silence,XboxOne,30-Apr-19,2019-04-30,2019
15539,Toren,PC,11-May-15,2015-05-11,2015
15540,Akiba's Trip: Undead & Undressed,PlayStation4,25-Nov-14,2014-11-25,2014
15541,Sherlock Holmes: The Mystery of the Mummy,DS,13-Jul-09,2009-07-13,2009
15542,BattleZone,PSP,06-Nov-06,2006-11-06,2006
15543,Shrek: Reekin' Havoc,GameBoyAdvance,30-Jul-03,2003-07-30,2003
15544,The Incredible Hulk (2003),GameBoyAdvance,27-May-03,2003-05-27,2003
15545,Army Men Advance,GameBoyAdvance,10-Jun-01,2001-06-10,2001
15546,Death By Cube,Xbox360,20-Jan-10,2010-01-20,2010
15547,WWE 2K15,XboxOne,18-Nov-14,2014-11-18,2014
15548,Guilty Gear 2: Overture,Xbox360,07-Oct-08,2008-10-07,2008
15549,Don King Presents: Prizefighter,Xbox360,10-Jun-08,2008-06-10,2008
15550,D-Day,PC,07-Dec-04,2004-12-07,2004
15551,"Jungle Rumble: Freedom, Happiness and Bananas",PlayStationVita,10-Feb-15,2015-02-10,2015
15552,Cannibal Cuisine,PC,20-May-20,2020-05-20,2020
15553,Naruto: Ninja Council 3,DS,22-May-07,2007-05-22,2007
15554,Xevious,Xbox360,23-May-07,2007-05-23,2007
15555,Data East Arcade Classics,Wii,19-Feb-10,2010-02-19,2010
15556,Borderlands: Mad Moxxi's Underdome Riot,PlayStation3,07-Jan-10,2010-01-07,2010
15557,Age of Pirates: Caribbean Tales,PC,12-Sep-06,2006-09-12,2006
15558,Globulos Party,DS,01-Mar-10,2010-03-01,2010
15559,Guardians of Middle-Earth,PC,29-Aug-13,2013-08-29,2013
15560,Rave Master: Special Attack Force,GameBoyAdvance,08-Mar-05,2005-03-08,2005
15561,Teenage Mutant Ninja Turtles,Xbox,21-Oct-03,2003-10-21,2003
15562,Starsky & Hutch,PC,09-Sep-03,2003-09-09,2003
15563,World Racing,Xbox,20-Mar-03,2003-03-20,2003
15564,Big Air Freestyle,GameCube,13-Sep-02,2002-09-13,2002
15565,New Legends,Xbox,17-Feb-02,2002-02-17,2002
15566,BlackSite: Area 51,PlayStation3,10-Dec-07,2007-12-10,2007
15567,Deadliest Catch: Alaskan Storm,Xbox360,17-Jun-08,2008-06-17,2008
15568,The Walking Dead Onslaught,PC,29-Sep-20,2020-09-29,2020
15569,Warplanes: WW2 Dogfight,Switch,21-Feb-19,2019-02-21,2019
15570,Raiders of the Broken Planet,PlayStation4,22-Sep-17,2017-09-22,2017
15571,MySims SkyHeroes,Xbox360,28-Sep-10,2010-09-28,2010
15572,Theseus,PlayStation4,26-Jul-17,2017-07-26,2017
15573,Shrek the Third,PlayStation2,15-May-07,2007-05-15,2007
15574,MeiQ: Labyrinth of Death,PlayStationVita,13-Sep-16,2016-09-13,2016
15575,Diabolical Pitch,Xbox360,04-Apr-12,2012-04-04,2012
15576,Earthfall,XboxOne,13-Jul-18,2018-07-13,2018
15577,Sacred 3,PlayStation3,05-Aug-14,2014-08-05,2014
15578,Monopoly,Xbox360,20-Oct-08,2008-10-20,2008
15579,Sonic Riders: Zero Gravity,PlayStation2,08-Jan-08,2008-01-08,2008
15580,Disney/Pixar Ratatouille,Xbox360,26-Jun-07,2007-06-26,2007
15581,World Tour Soccer 2006,PlayStation2,22-Mar-05,2005-03-22,2005
15582,"Carnival Games: Monkey See, Monkey Do!",Xbox360,05-Apr-11,2011-04-05,2011
15583,Jump Force,PlayStation4,15-Feb-19,2019-02-15,2019
15584,Disciples III: Renaissance,PC,13-Jul-10,2010-07-13,2010
15585,Spartan (2004),PC,28-May-04,2004-05-28,2004
15586,Savage Skies,PlayStation2,31-Mar-02,2002-03-31,2002
15587,Deadliest Warrior: Legends,Xbox360,06-Jul-11,2011-07-06,2011
15588,Manchester United Soccer 2005,PC,28-Oct-04,2004-10-28,2004
15589,MLB SlugFest 2006,PlayStation2,05-Jun-06,2006-06-05,2006
15590,Naruto Shippuden: Shinobi Rumble,DS,08-Feb-11,2011-02-08,2011
15591,Velvet Assassin,Xbox360,30-Apr-09,2009-04-30,2009
15592,WWE Crush Hour,PlayStation2,17-Mar-03,2003-03-17,2003
15593,NASCAR 08,PlayStation2,23-Jul-07,2007-07-23,2007
15594,Fullmetal Alchemist and the Broken Angel,PlayStation2,18-Jan-05,2005-01-18,2005
15595,We Cheer,Wii,30-Sep-08,2008-09-30,2008
15596,Surgeon Simulator: Anniversary Edition,PlayStation4,12-Aug-14,2014-08-12,2014
15597,Rayman Raving Rabbids,DS,06-Mar-07,2007-03-06,2007
15598,The Technomancer,PC,28-Jun-16,2016-06-28,2016
15599,House Flipper,Switch,12-Jun-20,2020-06-12,2020
15600,Earthlock: Festival of Magic,PlayStation4,27-Jan-17,2017-01-27,2017
15601,Q*bert: Rebooted: The XBOX One @!#?@! Edition,XboxOne,12-Feb-16,2016-02-12,2016
15602,Table Mini Golf,PlayStationVita,09-Apr-13,2013-04-09,2013
15603,Da New Guys: Day of the Jackass,PC,29-Feb-12,2012-02-29,2012
15604,3D Classics: Xevious,3DS,21-Jul-11,2011-07-21,2011
15605,Jewel Master: Egypt,DS,03-Nov-09,2009-11-03,2009
15606,Iron Warriors: T-72 Tank Command,PC,24-May-06,2006-05-24,2006
15607,Combat Elite: WWII Paratroopers,Xbox,21-Nov-05,2005-11-21,2005
15608,TV Superstars,PlayStation3,12-Oct-10,2010-10-12,2010
15609,Port Royale 3: Pirates and Merchants,Xbox360,09-Oct-12,2012-10-09,2012
15610,Unbound Saga,PSP,16-Jul-09,2009-07-16,2009
15611,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Xbox,01-Nov-05,2005-11-01,2005
15612,Coded Arms: Contagion,PSP,18-Sep-07,2007-09-18,2007
15613,Neverwinter Nights: Enhanced Edition,Switch,03-Dec-19,2019-12-03,2019
15614,The Adventures of Tintin: The Game,3DS,06-Dec-11,2011-12-06,2011
15615,Safecracker: The Ultimate Puzzle Adventure,Wii,03-Dec-08,2008-12-03,2008
15616,Besieger,PC,02-Jun-04,2004-06-02,2004
15617,Scooby-Doo! Mystery Mayhem,Xbox,02-Mar-04,2004-03-02,2004
15618,Spawn: Armageddon,PlayStation2,21-Nov-03,2003-11-21,2003
15619,Deadly Dozen,PC,31-Oct-01,2001-10-31,2001
15620,Blair Witch Volume II: The Legend of Coffin Rock,PC,30-Oct-00,2000-10-30,2000
15621,Deadliest Warrior: The Game,Xbox360,14-Jul-10,2010-07-14,2010
15622,MySims Party,Wii,10-Mar-09,2009-03-10,2009
15623,Dynasty Warriors DS: Fighter's Battle,DS,25-Jul-07,2007-07-25,2007
15624,Scooby-Doo!  Who's Watching Who?,DS,16-Oct-06,2006-10-16,2006
15625,Warriors Orochi 2,PSP,28-Aug-09,2009-08-28,2009
15626,SpongeBob SquarePants: Creature from the Krusty Krab,DS,18-Oct-06,2006-10-18,2006
15627,Rooms: The Main Building,DS,23-Mar-10,2010-03-23,2010
15628,Medal of Honor: Vanguard,Wii,26-Mar-07,2007-03-26,2007
15629,The Chronicles of Narnia: Prince Caspian,PlayStation3,15-May-08,2008-05-15,2008
15630,Roving Rogue,WiiU,02-Jul-15,2015-07-02,2015
15631,Dragon Age: Origins - Witch Hunt,Xbox360,07-Sep-10,2010-09-07,2010
15632,Gotcha Force,GameCube,03-Dec-03,2003-12-03,2003
15633,DreamWorks Shrek SuperSlam,DS,25-Oct-05,2005-10-25,2005
15634,LOL: Never Party Alone!,DS,30-May-08,2008-05-30,2008
15635,Lethal VR,PlayStation4,20-Dec-16,2016-12-20,2016
15636,Thor: God of Thunder,Wii,03-May-11,2011-05-03,2011
15637,High School Musical: Sing It!,PlayStation2,30-Oct-07,2007-10-30,2007
15638,Dance Factory,PlayStation2,29-Aug-06,2006-08-29,2006
15639,Gyruss,Xbox360,18-Apr-07,2007-04-18,2007
15640,The Council - Episode 5: Checkmate,PC,04-Dec-18,2018-12-04,2018
15641,Pokemon Shuffle,3DS,18-Feb-15,2015-02-18,2015
15642,Jambo! Safari: Animal Rescue,Wii,17-Nov-09,2009-11-17,2009
15643,Perception,PlayStation4,06-Jun-17,2017-06-06,2017
15644,Dangerous Golf,PlayStation4,03-Jun-16,2016-06-03,2016
15645,Far Cry 4: Escape from Durgesh Prison,PlayStation4,13-Jan-15,2015-01-13,2015
15646,Infinity Runner,PC,14-Jul-14,2014-07-14,2014
15647,Army Men: Sarge's War,GameCube,21-Aug-04,2004-08-21,2004
15648,Disney Sports: Motocross,GameBoyAdvance,31-Mar-03,2003-03-31,2003
15649,Street Hoops,GameCube,28-Nov-02,2002-11-28,2002
15650,Tang Tang,GameBoyAdvance,28-Aug-01,2001-08-28,2001
15651,Fair Strike,PC,10-Feb-04,2004-02-10,2004
15652,ADR1FT,PlayStation4,15-Jul-16,2016-07-15,2016
15653,Toren,PlayStation4,12-May-15,2015-05-12,2015
15654,Sonic Riders: Zero Gravity,Wii,08-Jan-08,2008-01-08,2008
15655,Achtung! Cthulhu Tactics,PC,04-Oct-18,2018-10-04,2018
15656,Gal*Gun 2,PlayStation4,24-Apr-18,2018-04-24,2018
15657,Hardware: Rivals,PlayStation4,05-Jan-16,2016-01-05,2016
15658,Barnyard,GameBoyAdvance,01-Aug-06,2006-08-01,2006
15659,Active Life: Extreme Challenge,Wii,11-Aug-09,2009-08-11,2009
15660,Judge Dredd: Dredd VS Death,GameCube,01-Mar-05,2005-03-01,2005
15661,Verdun,PlayStation4,30-Aug-16,2016-08-30,2016
15662,Spelunker HD,PlayStation3,23-Nov-10,2010-11-23,2010
15663,Dynasty Warriors Advance,GameBoyAdvance,29-Aug-05,2005-08-29,2005
15664,Dragoneer's Aria,PSP,21-Aug-07,2007-08-21,2007
15665,Crucible,PC,20-May-20,2020-05-20,2020
15666,Praetorians HD Remaster,PC,24-Jan-20,2020-01-24,2020
15667,The LEGO Movie 2 Videogame,Switch,26-Mar-19,2019-03-26,2019
15668,Train Sim World,PlayStation4,24-Jul-18,2018-07-24,2018
15669,Supreme League of Patriots,PC,29-Jan-15,2015-01-29,2015
15670,Dead Rising 3: Fallen Angel,XboxOne,11-Feb-14,2014-02-11,2014
15671,Eco Shooter: Plant 530,Wii,21-Dec-09,2009-12-21,2009
15672,Critter Round-Up,Wii,19-May-08,2008-05-19,2008
15673,The Italian Job,GameCube,17-Jul-03,2003-07-17,2003
15674,Tokyo Beat Down,DS,31-Mar-09,2009-03-31,2009
15675,Ary and the Secret of Seasons,PlayStation4,01-Sep-20,2020-09-01,2020
15676,100ft Robot Golf,PlayStation4,27-Sep-17,2017-09-27,2017
15677,Summer Athletics: The Ultimate Challenge,Wii,04-Aug-08,2008-08-04,2008
15678,Michael Jackson The Experience,Wii,23-Nov-10,2010-11-23,2010
15679,Dragon Ball: Raging Blast,Xbox360,10-Nov-09,2009-11-10,2009
15680,Submerged,PlayStation4,04-Aug-15,2015-08-04,2015
15681,Drawn to Death,PlayStation4,04-Apr-17,2017-04-04,2017
15682,Shattered Skies,PC,21-Jul-16,2016-07-21,2016
15683,Star Wars The Clone Wars: Lightsaber Duels,Wii,11-Nov-08,2008-11-11,2008
15684,Garfield and His Nine Lives,GameBoyAdvance,10-May-06,2006-05-10,2006
15685,Maximum Chase,Xbox,06-Nov-03,2003-11-06,2003
15686,Reign of Fire,PlayStation2,22-Oct-02,2002-10-22,2002
15687,The X-Files Game,PC,22-Jun-98,1998-06-22,1998
15688,Carnival Games,Wii,28-Aug-07,2007-08-28,2007
15689,Iron Man,DS,02-May-08,2008-05-02,2008
15690,Kung-Fu High Impact,Xbox360,15-Nov-11,2011-11-15,2011
15691,Law & Order: Criminal Intent,PC,15-Nov-05,2005-11-15,2005
15692,Perception,PC,30-May-17,2017-05-30,2017
15693,Deadly Premonition 2: A Blessing in Disguise,Switch,10-Jul-20,2020-07-10,2020
15694,Sonic Riders,Xbox,21-Feb-06,2006-02-21,2006
15695,Cooking Mama: Sweet Shop,3DS,16-May-17,2017-05-16,2017
15696,Dungeon Explorer: Warriors of Ancient Arts,PSP,15-Feb-08,2008-02-15,2008
15697,Bet on Soldier: Blood Sport,PC,26-Sep-05,2005-09-26,2005
15698,Viva Pinata: Party Animals,Xbox360,30-Oct-07,2007-10-30,2007
15699,Yu Yu Hakusho: Dark Tournament,PlayStation2,21-Sep-04,2004-09-21,2004
15700,Inversion,PlayStation3,05-Jun-12,2012-06-05,2012
15701,RF Online,PC,21-Feb-06,2006-02-21,2006
15702,DRIV3R,Xbox,21-Jun-04,2004-06-21,2004
15703,Star Trek: Legacy,PC,05-Dec-06,2006-12-05,2006
15704,Mafia II: Definitive Edition,PlayStation4,19-May-20,2020-05-19,2020
15705,Bush Hockey League,PlayStation4,29-Mar-17,2017-03-29,2017
15706,APB: Reloaded,PC,01-Dec-11,2011-12-01,2011
15707,Colosseum: Road to Freedom,PlayStation2,20-Jul-05,2005-07-20,2005
15708,Syndrome,PC,06-Oct-16,2016-10-06,2016
15709,Spyro: Enter the Dragonfly,PlayStation2,03-Nov-02,2002-11-03,2002
15710,X-Men: Next Dimension,Xbox,15-Oct-02,2002-10-15,2002
15711,4x4 EVO 2,GameCube,09-Sep-02,2002-09-09,2002
15712,Carnivores: Cityscape,PC,25-Mar-02,2002-03-25,2002
15713,SpongeBob SquarePants: Creature from the Krusty Krab,PlayStation2,16-Oct-06,2006-10-16,2006
15714,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PlayStation3,12-Jan-10,2010-01-12,2010
15715,EA Replay,PSP,14-Nov-06,2006-11-14,2006
15716,Zatch Bell! Mamodo Battles,PlayStation2,19-Oct-05,2005-10-19,2005
15717,Peter Jackson's King Kong: The Official Game of the Movie,PSP,20-Dec-05,2005-12-20,2005
15718,Valkyria Revolution,XboxOne,27-Jun-17,2017-06-27,2017
15719,Pirates of Black Cove,PC,02-Aug-11,2011-08-02,2011
15720,Predator: Hunting Grounds,PlayStation4,24-Apr-20,2020-04-24,2020
15721,Ace Combat Advance,GameBoyAdvance,23-Feb-05,2005-02-23,2005
15722,Harry Potter and the Sorcerer's Stone,PlayStation2,09-Dec-03,2003-12-09,2003
15723,Contract J.A.C.K.,PC,11-Nov-03,2003-11-11,2003
15724,Sonic Forces,PC,07-Nov-17,2017-11-07,2017
15725,Transformers: The Game,PlayStation2,26-Jun-07,2007-06-26,2007
15726,Super Monkey Ball Adventure,PSP,29-Aug-06,2006-08-29,2006
15727,Teen Titans,PlayStation2,24-May-06,2006-05-24,2006
15728,Transformers Prime: The Game,WiiU,18-Nov-12,2012-11-18,2012
15729,Touch the Dead,DS,16-May-07,2007-05-16,2007
15730,WWE 2K Battlegrounds,Switch,18-Sep-20,2020-09-18,2020
15731,Avatar: The Last Airbender,Wii,13-Nov-06,2006-11-13,2006
15732,Supreme Commander,Xbox360,23-Jun-08,2008-06-23,2008
15733,The Chronicles of Narnia: Prince Caspian,Xbox360,15-May-08,2008-05-15,2008
15734,Scene It? Bright Lights! Big Screen!,Xbox360,17-Nov-09,2009-11-17,2009
15735,Don't Knock Twice,PlayStation4,05-Sep-17,2017-09-05,2017
15736,Run Like Hell!,PlayStationVita,16-Sep-14,2014-09-16,2014
15737,Super Toy Cars,WiiU,24-Jul-14,2014-07-24,2014
15738,Red Johnson's Chronicles - One Against All,PlayStation3,11-Sep-12,2012-09-11,2012
15739,Table Top Tanks,PlayStationVita,22-May-12,2012-05-22,2012
15740,Hot Dog King A Fast Food Empire,PC,09-Apr-07,2007-04-09,2007
15741,MUD - FIM Motocross World Championship,PlayStation3,26-Feb-13,2013-02-26,2013
15742,Azur Lane: Crosswave,PlayStation4,13-Feb-20,2020-02-13,2020
15743,Justice League: Injustice for All,GameBoyAdvance,17-Nov-02,2002-11-17,2002
15744,Zapper,PlayStation2,03-Nov-02,2002-11-03,2002
15745,Pokemon Rumble Blast,3DS,24-Oct-11,2011-10-24,2011
15746,Next Life,PC,20-Nov-07,2007-11-20,2007
15747,Short Peace: Ranko Tsukigime's Longest Day,PlayStation3,30-Sep-14,2014-09-30,2014
15748,Master of the Monster Lair,DS,31-Oct-08,2008-10-31,2008
15749,Bound by Flame,PC,08-May-14,2014-05-08,2014
15750,Tenchu Z,Xbox360,12-Jun-07,2007-06-12,2007
15751,Alexander,PC,23-Nov-04,2004-11-23,2004
15752,Miami Law,DS,09-Jun-09,2009-06-09,2009
15753,RollerCoaster Tycoon Adventures,Switch,13-Dec-18,2018-12-13,2018
15754,Tom Clancy's Ghost Recon: Breakpoint,PlayStation4,01-Oct-19,2019-10-01,2019
15755,Rafa Nadal Tennis,DS,30-Jun-07,2007-06-30,2007
15756,Edna & Harvey: The Breakout,PC,03-Jan-11,2011-01-03,2011
15757,ProStroke Golf - World Tour 2007,PC,29-Aug-06,2006-08-29,2006
15758,DreamWorks Shrek the Third,Xbox360,15-May-07,2007-05-15,2007
15759,Leisure Suit Larry: Reloaded,PC,27-Jun-13,2013-06-27,2013
15760,WWE WrestleMania 21,Xbox,20-Apr-05,2005-04-20,2005
15761,Contra: Rogue Corps,XboxOne,24-Sep-19,2019-09-24,2019
15762,Dynasty Warriors 9,XboxOne,13-Feb-18,2018-02-13,2018
15763,Empyre: Lords of the Sea Gates,PC,04-Oct-17,2017-10-04,2017
15764,Dead Effect 2,XboxOne,13-Jan-17,2017-01-13,2017
