name,platform,r-date,developer,genre,players
Drakengard 3,PlayStation3,20-May-14,AccessGames,"Action RPG,Role-Playing,Action RPG",No Online Multiplayer
Super Contra,Xbox360,25-Jul-07,Konami,"Action,Shooter,Platformer,Shooter,Scrolling,2D,Scrolling,Shoot-'Em-Up,Horizontal",2  Online
Naruto: Ninja Destiny,DS,26-Feb-08,"DreamFactory,TakaraTomy","Action,Fighting,Fighting,3D,3D",No Online Multiplayer
StarDrone Extreme,PlayStationVita,22-Feb-12,No info,No info,No info
Air Conflicts: Secret Wars,Xbox360,28-Sep-11,GamesFarm,"Simulation,Flight,WWII,WWII,Combat",Up to 8 
PictoImage,DS,02-Sep-08,"Sega,Skonec","Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No Online Multiplayer
Impossible Mission,DS,15-Nov-07,System3,"Action,Platformer,Platformer,2D,2D",1 Player
Phoning Home,PC,07-Feb-17,IONLANDS,"Action Adventure,General",No info
World Gone Sour,PlayStation3,10-Apr-12,Playbrains,"Action Adventure,Modern,General,Modern",No info
Vampire: The Masquerade - Shadows of New York,PC,10-Sep-20,DrawDistance,"Adventure,Visual Novel",No Online Multiplayer
Sniper Elite V2 Remastered,PC,14-May-19,Rebellion,"Action,Shooter,Third-Person,Tactical",Up to 16 
Asterix & Obelix XXL 2,Switch,29-Nov-18,EtrangesLibellules,"Action,Platformer,3D",No Online Multiplayer
Senran Kagura: Bon Appetit!,PlayStationVita,11-Nov-14,Meteorise,"Action,Miscellaneous,Rhythm,Music",No info
RemiLore: Lost Girl in the Lands of Lore,Switch,26-Feb-19,Pixellore,"Action,General",No Online Multiplayer
Schrodinger's Cat and the Raiders of the Lost Quark,PlayStation4,12-May-15,ItalicPig,"Action,Platformer,2D",No info
Game & Wario,WiiU,23-Jun-13,IntelligentSystems,"Miscellaneous,Party,Party,Party / Minigame",05-Jan
Marvel Trading Card Game,DS,22-May-07,1stPlayableProductions,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",02-Jan
Catan,Switch,20-Jun-19,exozet,"Miscellaneous,Board / Card Game",Online Multiplayer
The King of Fighters Collection: The Orochi Saga,PSP,28-Oct-08,SNKPlaymore,"Action,Miscellaneous,Fighting,Compilation,2D",2
Spider-Man 2,DS,16-Nov-04,VicariousVisions,"Action,Action Adventure,Sci-Fi,Sci-Fi,General,Platformer,2D",1 Player
Samurai Warriors Chronicles,3DS,27-Mar-11,OmegaForce,"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",No Online Multiplayer
Zoids Wild: Blast Unleashed,Switch,16-Oct-20,TakaraTomy,"Action,General",No Online Multiplayer
Power Rangers: Battle for the Grid,Switch,26-Mar-19,nWay,"Action,Platformer,Fighting,2D",2
The Descendant,PC,24-Mar-16,GamingCorpsAB,"Adventure,3D,Third-Person",No Online Multiplayer
Minecraft: Story Mode - Episode 2: Assembly Required,XboxOne,27-Oct-15,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info
Happy Wars,Xbox360,12-Oct-12,ToylogicInc.,"Action,General,General",No info
SBK Generations,Xbox360,01-Jun-12,MileStoneInc.,"Driving,Racing,Motorcycle,Street",No info
Ben 10 Alien Force: Vilgax Attacks,Xbox360,27-Oct-09,"PapayaStudios,PapayaStudio","Action,General,General",No Online Multiplayer
Watchmen: The End Is Nigh,PC,04-Mar-09,DeadlineGames,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info
MX vs. ATV Untamed,DS,17-Dec-07,RainbowStudios,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",No info
Ape Escape: Pumped & Primed,PlayStation2,20-Oct-04,SCEI,"Miscellaneous,Party",04-Jan
Catwoman,GameBoyAdvance,20-Jul-04,MagicPockets,"Action Adventure,Modern",1 Player
Lifeline,PlayStation2,02-Mar-04,SCEJ,"Action Adventure,Sci-Fi",1 Player
Spawn: Armageddon,GameCube,21-Nov-03,PointofView,"Action Adventure,Fantasy",No info
Sherlock Holmes: The Mystery of the Mummy,PC,29-Dec-02,Frogwares,"Adventure,3D,Point-and-Click,First-Person,Modern,Modern",No Online Multiplayer
Turok: Evolution,PlayStation2,31-Aug-02,Acclaim,"Action,Shooter,First-Person,Sci-Fi",02-Jan
Road to India: Between Hell and Nirvana,PC,16-Sep-01,Microids,"Adventure,General,General",1 Player
Gangsters 2: Vendetta,PC,05-Jun-01,HothouseCreations,"Strategy,General,General",1 Player
I Am Bread,PC,09-Apr-15,BossaStudios,"Miscellaneous,General",No Online Multiplayer
Kinect Sports Rivals,XboxOne,08-Apr-14,MicrosoftGameStudios,"General,Sports,General",Up to 4 
Mass Effect 3: Omega,Xbox360,27-Nov-12,BioWare,"Role-Playing,Action RPG",No info
Pacific Storm: Allies,PC,28-Jan-08,LestaStudio,"Strategy,Real-Time,Historic,General,Historic",No info
Yoshi Topsy-Turvy,GameBoyAdvance,13-Jun-05,Artoon,"Action,Platformer,2D",1 Player
Wii Play: Motion,Wii,13-Jun-11,"Nintendo,Good-Feel","Miscellaneous,Party,Party,Party / Minigame",No info
Mega Man Star Force: Dragon,DS,07-Aug-07,Capcom,"Role-Playing,Action RPG,Action RPG",6  Online
Bratz: Rock Angelz,PlayStation2,06-Oct-05,BlitzGames,"Miscellaneous,Virtual Life",No info
Necromunda: Underhive Wars,PlayStation4,08-Sep-20,RogueFactor,"Strategy,Turn-Based,Tactics",Up to 4 
Tempest: Pirate Action RPG,PC,22-Aug-16,Lion'sShade,"Simulation,Marine,Combat",No info
ER (2005),PC,31-May-05,LegacyInteractive,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player
Moon Diver,PlayStation3,29-Mar-11,FeelPlus,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info
Super Cane Magic ZERO,Switch,30-May-19,STUDIOEVIL,"Role-Playing,Japanese-Style",No Online Multiplayer
BRAWL,Switch,12-Jan-18,BlooberTeam,"Action,Arcade",Up to 4 
Trapt,PlayStation2,01-Nov-05,PaonCorporation,"Action Adventure,Horror",1 Player
Namco Museum 50th Anniversary,GameCube,30-Aug-05,BackboneVancouver,"Miscellaneous,Compilation",02-Jan
WWE 2K Battlegrounds,PlayStation4,18-Sep-20,SaberInteractive,"Sports,Individual,Combat,Wrestling",Up to 8 
Beyond Eyes,PC,04-Aug-15,tiger&squid,"Action Adventure,General",No Online Multiplayer
Massira,PlayStation4,16-Sep-19,FrostMonkeyGames,"Adventure,3D,Third-Person",No Online Multiplayer
Exorder,PC,19-Mar-18,Solid9Studio,"Strategy,Turn-Based,Tactics",Up to 4 
Rogue Trooper Redux,PC,17-Oct-17,TickTockGames,"Action,Shooter,Third-Person,Arcade",Online Multiplayer
Pac-Man and the Ghostly Adventures 2,Xbox360,14-Oct-14,ViciousCycle,"Action,Platformer,3D",No info
World Championship Poker,PlayStation2,18-Nov-04,Coresoft,"Miscellaneous,Parlor,Gambling",6  Online
Dokapon Journey,DS,14-Apr-09,Suzak,"Role-Playing,General,General",No info
Final Fantasy Crystal Chronicles: Remastered Edition,Switch,27-Aug-20,SquareEnix,"Role-Playing,Action RPG",Up to 4 
Atlantis Quest,PC,02-Mar-06,TERMINALStudio,"Miscellaneous,Puzzle,Puzzle,General,Matching,General",1 Player
Ribbit King,GameCube,08-Jun-04,Bandai,"Sports,Traditional,Golf,Arcade",04-Jan
Total Immersion Racing,Xbox,18-Nov-02,RazorworksStudios,"Driving,Racing,GT / Street",02-Jan
Le Mans 24 Hours,PC,01-Jun-02,"Atari,Infogrames","Driving,Racing,Simulation,Formula One,Automobile",02-Jan
The Powerpuff Girls: Mojo Jojo A-Go-Go,GameBoyAdvance,27-Nov-01,SennariInteractive,"Action,General",No info
Risen,Xbox360,22-Feb-10,PiranhaBytes,"Role-Playing,General,General,Action RPG",No info
Dynasty Warriors: Gundam,PlayStation3,28-Aug-07,"Koei,OmegaForce","Action,Beat-'Em-Up,Beat-'Em-Up,3D",No Online Multiplayer
Obscure: The Aftermath,PlayStation2,25-Mar-08,Hydravision,"Action Adventure,Horror",02-Jan
Devil May Cry HD Collection,PlayStation4,13-Mar-18,"PipeworksSoftware,Inc.,NeoBardsEntertainment","Miscellaneous,Compilation",No Online Multiplayer
Luxor: The Wrath of Set,PSP,17-Nov-06,MumboJumbo,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1 Player
Gardening Mama,DS,31-Mar-09,TaitoCorporation,"Simulation,Miscellaneous,Puzzle,Puzzle,General,Puzzle,Virtual,General,Career",No info
Ratatouille,GameCube,26-Jun-07,AsoboStudio,"Action,Platformer,3D",04-Jan
Toy Soldiers: War Chest,XboxOne,11-Aug-15,KromeStudios,"Strategy,General",Up to 4 
Legend of the Guardians: The Owls of Ga'Hoole,Xbox360,14-Sep-10,KromeStudios,"Action,General,General",No info
Oh...Sir! The Insult Simulator,PlayStation4,30-May-17,VileMonarch,"Simulation,General",No info
Magicka: Vietnam,PC,12-Apr-11,ArrowheadGameStudios,"Fantasy,Action Adventure,General,Fantasy",No info
Risen 2: Dark Waters,Xbox360,31-Jul-12,PiranhaBytes,"Role-Playing,General,General",No info
Rave Master,GameCube,08-Mar-05,Konami,"Action,Fighting,3D",04-Jan
Sonic Rivals 2,PSP,13-Nov-07,BackboneEntertainment,"Driving,Racing,Arcade,On-foot,Other,On-foot",2  Online
Fight Crab,PC,29-Jul-20,"Nussoft,CalappaGames","Action,Fighting,3D",Online Multiplayer
Rory McIlroy PGA Tour,XboxOne,14-Jul-15,EATiburon,"Traditional,Sports,Individual,Golf,Sim",Up to 4 
Magic: Duels of the Planeswalkers 2015,PC,16-Jul-14,WizardsoftheCoast,"Strategy,Miscellaneous,Turn-Based,Card Battle",No info
Batman: Arkham Origins Blackgate - Deluxe Edition,PC,01-Apr-14,ArmatureStudio,"Action Adventure,General,Fantasy",No Online Multiplayer
Crash: Mind Over Mutant,Xbox360,07-Oct-08,RadicalEntertainment,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer
Shaun White Snowboarding,Xbox360,16-Nov-08,UbisoftMontreal,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",16  Online
Agatha Christie: Murder on the Orient Express,PC,21-Nov-06,AWEGames,"Adventure,3D,Modern,Third-Person,Modern",1 Player
True Crime: New York City,Xbox,15-Nov-05,No info,No info,No info
Captain America: Super Soldier,Xbox360,19-Jul-11,NextLevelGames,"Action,General,General",No info
Star Wars Trilogy: Apprentice of the Force,GameBoyAdvance,21-Sep-04,Ubisoft,"Action Adventure,Sci-Fi",02-Jan
Wars and Warriors: Joan of Arc,PC,07-Feb-04,EnlightSoftware,"Action Adventure,Historic,General,Historic",1 Player
Adventure Pinball: Forgotten Island,PC,21-Mar-01,DigitalExtremes,"Action,Miscellaneous,Parlor,Pinball,Pinball",04-Jan
Zombie Revenge,Dreamcast,31-Dec-99,Sega,"Action,Beat-'Em-Up",02-Jan
The Caligula Effect: Overdose,Switch,12-Mar-19,Aquria,"Role-Playing,General",No Online Multiplayer
GoldenEye: Rogue Agent,PlayStation2,22-Nov-04,EALA,"Action,Shooter,First-Person,Modern",8  Online
PokePark 2: Wonders Beyond,Wii,27-Feb-12,CreaturesInc.,"Action Adventure,Adventure,General,Fantasy,General,Fantasy",No info
.hack//G.U. vol. 3//Redemption,PlayStation2,10-Sep-07,CyberConnect2,"Role-Playing,Action RPG",1 Player
The Peanuts Movie: Snoopy's Grand Adventure,XboxOne,03-Nov-15,"Activision,BehaviourInteractive","Action,Platformer,2D",No info
The Complex,PlayStation4,31-Mar-20,WalesInteractiveLtd.,"Adventure,General",No Online Multiplayer
The Spiderwick Chronicles,DS,05-Feb-08,StormfrontStudios,"Role-Playing,Adventure,Console-style RPG,General",No Online Multiplayer
James Cameron's Avatar: The Game,PlayStation3,01-Dec-09,"Ubisoft,UbisoftMontreal","Action,General,General",Up to 16 
Zoo Tycoon 2 DS,DS,04-Feb-08,Altron,"Strategy,Breeding/Constructing,Management,Tycoon,Business / Tycoon",No Online Multiplayer
Cooking Mama 5: Bon Appetit!,3DS,16-Sep-14,CookingMamaLimited,"Action,Simulation,Miscellaneous,General,Virtual,Career",No info
Helix,Wii,25-Aug-08,GhostfireGames,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No info
Yu-Gi-Oh! GX Tag Force 2,PSP,18-Sep-07,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",Online Multiplayer
King Arthur,GameCube,18-Nov-04,KromeStudios,"Action Adventure,Fantasy",02-Jan
Monster House,GameCube,18-Jul-06,ArtificialMindandMovement,"Action Adventure,Horror",1 Player
GoldenEye: Rogue Agent,GameCube,22-Nov-04,EALA,"Action,Shooter,First-Person,Modern",2  Online
AC/DC Live: Rock Band Track Pack,PlayStation3,02-Nov-08,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer
Defiance,Xbox360,02-Apr-13,TrionWorlds,"Massively Multiplayer Online,Role-Playing,Sci-Fi,Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info
The Town of Light,XboxOne,06-Jun-17,"LKAInteractive,LKA","Adventure,3D,First-Person",No info
Puzzle Scape,PSP,18-Jun-07,FarmindLtd,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",08-Jan
Tomb Raider Underworld: Beneath the Ashes,Xbox360,24-Feb-09,CrystalDynamics,"Action Adventure,Adventure,General,General,Modern",No info
Ryse: Son of Rome,XboxOne,22-Nov-13,Crytek,"Action Adventure,Fantasy,General,Fantasy",2
Dragon Quest II: Luminaries of the Legendary Line,Switch,27-Sep-19,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer
The Secret Saturdays: Beasts of the 5th Sun,Wii,20-Oct-09,HighVoltageSoftware,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer
Conflict: Vietnam,Xbox,05-Oct-04,PivotalGames,"Action,Shooter,Third-Person,Historic",04-Jan
Sega Smash Pack,GameBoyAdvance,23-Sep-02,No info,No info,No info
Star X,GameBoyAdvance,17-Apr-02,GraphicState,"Action,Shooter,Rail",No info
Atari Anniversary Edition,Dreamcast,02-Jul-01,DigitalEclipse,"Miscellaneous,Compilation",No info
Black Mirror,PC,28-Nov-17,KINGArt,"Adventure,3D,Third-Person",No Online Multiplayer
Buku Sudoku,Xbox360,28-May-08,"AbsolutistLtd,Absolutist","Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",8  Online
Guilty Gear Dust Strikers,DS,25-Apr-06,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",04-Jan
The Shoot,PlayStation3,19-Oct-10,CohortStudios,"Action,General,Shooter,Shooter,Third-Person,Light Gun,Light Gun,Modern",No Online Multiplayer
The Bunker,Switch,09-Apr-18,Channel4,"Adventure,Point-and-Click",No Online Multiplayer
Spectra (2015),PC,10-Jul-15,GatewayInteractive,"Futuristic,Racing,Arcade,Automobile",No Online Multiplayer
The Dwarves,PlayStation4,01-Dec-16,NordicGamesPublishing,"Role-Playing,General",No info
Lifeless Planet: Premier Edition,PlayStation4,19-Jul-16,Stage2Studios,"Action Adventure,General",No info
NBA Live 16,XboxOne,29-Sep-15,EASports,"Sports,Team,Basketball,Sim",Up to 10 
Create,Xbox360,16-Nov-10,EABrightLight,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No Online Multiplayer
Wario: Master of Disguise,DS,05-Mar-07,No info,No info,No info
Conglomerate 451,PC,21-Feb-20,RuneHeads,"Action RPG,Role-Playing,Western-Style",No Online Multiplayer
Bakugan Battle Brawlers,Xbox360,20-Oct-09,NowProduction,"Action,General,General",No Online Multiplayer
Resident Evil 6,PlayStation4,29-Mar-16,Capcom,"Action Adventure,Survival",Up to 6 
James Noir's Hollywood Crimes,3DS,01-Nov-11,Ubisoft,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No info
A Game of Dwarves,PC,23-Oct-12,ZealGameStudios,"Strategy,General,General",No Online Multiplayer
Pirates of the Caribbean Online,PC,31-Oct-07,DisneyOnline,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer
Dead to Rights: Retribution,PlayStation3,27-Apr-10,VolatileGames,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",No Online Multiplayer
The Incredibles: Rise of the Underminer,PlayStation2,01-Nov-05,HeavyIronStudios,"Action,Platformer,3D",02-Jan
"Shaman King: Legacy of the Spirits, Sprinting Wolf",GameBoyAdvance,08-Feb-05,KCEJ,"Action Adventure,Fantasy",1 Player
Payday 2,Switch,27-Feb-18,"SumoDigital,OverkillSoftware","Action,Shooter,First-Person,Arcade",Up to 4 
Symmetry (2018),PC,20-Feb-18,SleeplessClinic,"Adventure,General",No Online Multiplayer
We Are The Dwarves,PC,25-Feb-16,WhaleRockGames,"Strategy,Real-Time,General",No Online Multiplayer
Bermuda Triangle: Saving the Coral,DS,02-Feb-10,StormCityGames,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No info
Intellivision Lives!,Xbox,02-Feb-04,RealtimeAssociates,"Miscellaneous,Compilation",No info
Risk: Global Domination,PlayStation2,05-Nov-03,CyberloreStudios,"Strategy,Wargame,Turn-Based",06-Jan
Digimon Battle Spirit,GameBoyAdvance,13-Jan-03,DimpsCorporation,"Action,General",No info
Dragon Throne: Battle of Red Cliffs,PC,26-Mar-02,Object,"Strategy,Real-Time,Historic,General,Historic",08-Jan
King's Field: The Ancient City,PlayStation2,25-Mar-02,FromSoftware,"Role-Playing,First-Person",1 Player
JetFighter IV: Fortress America,PC,08-Nov-00,MissionStudios,"Simulation,Flight,Modern Jet,Combat",1 Player
A Fistful of Gun,PC,24-Sep-15,FarmerGnome,"Action,General,Shooter,Shoot-'Em-Up,Top-Down",Up to 9 
Batman: Arkham Origins Blackgate - Deluxe Edition,PlayStation3,01-Apr-14,ArmatureStudio,"Action Adventure,General,Fantasy",No Online Multiplayer
Firefall,PC,29-Jul-14,Red5Studios,"Shooter,Sci-Fi,Sci-Fi,Action,Shooter,Third-Person,Arcade",No info
Sonic Unleashed,Xbox360,20-Nov-08,SonicTeam,"Action,General,Platformer,Platformer,3D,2D,3D",No Online Multiplayer
Jurassic Park: The Game,Xbox360,15-Nov-11,TelltaleGames,"Adventure,General,General,Visual Novel,Point-and-Click",No info
My Pet Shop,DS,09-Mar-09,TaitoCorporation,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No info
Storm: Frontline Nation,PC,10-Jun-11,SimBin,"Strategy,Turn-Based,Modern,General",No info
Star Wars: The New Droid Army,GameBoyAdvance,14-Nov-02,Helixe,"Action,Platformer,2D",1 Player
Steal Princess,DS,19-May-09,ClimaxEntertainment,"Action,Platformer,Platformer,3D,3D",No info
Constantine,Xbox,14-Feb-05,BitsStudios,"Action Adventure,Sci-Fi",1 Player
All Zombies Must Die!,Xbox360,28-Dec-11,Doublesix,"Action,General,General,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer
Beijing 2008 - The Official Video Game of the Olympic Games,Xbox360,08-Jul-08,"EurocomEntertainmentSoftware,Eurocom","Sports,Olympic Sports,Olympic Sports,Individual,Athletics",Up to 8 
SNK Heroines: Tag Team Frenzy,Switch,07-Sep-18,SNKCorporation,"Action,Fighting,2D",Up to 8 
Zack Zero,PlayStation3,17-Jan-12,CrocodileEntertainment,"Action,Platformer,Platformer,2D,2D",No info
ProStroke Golf - World Tour 2007,PSP,08-Mar-07,GustoGames,"Sports,Traditional,Individual,Golf,Sim,Sim",No Online Multiplayer
True Crime: New York City,PlayStation2,15-Nov-05,"Luxoflux,Inc.","Action Adventure,Modern",1 Player
Windbound,PC,28-Aug-20,5LivesStudios,"Action Adventure,Survival",No Online Multiplayer
Dead or School,PlayStation4,13-Mar-20,StudioNanafushi,"Action Adventure,General",No Online Multiplayer
Truck Racing Championship,PlayStation4,20-Aug-19,N-RACING,"Racing,Simulation,Automobile",Online Multiplayer
Turok 2: Seeds of Evil Remaster,Switch,09-Aug-19,NightDiveStudios,"Action,Shooter,First-Person,Arcade",Up to 16 
Desert Child,PC,11-Dec-18,OscarBrittain,"Racing,Arcade,Futuristic",Online Multiplayer
Shelter Generations,Switch,12-Apr-18,MightandDelight,"Adventure,General",No Online Multiplayer
Rogue Trooper Redux,Switch,17-Oct-17,Rebellion,"Action,Shooter,Third-Person,Arcade",No info
Skylar & Plux: Adventure on Clover Island,XboxOne,19-May-17,RightNiceGames,"Action,Platformer,3D",No info
Beyond Eyes,XboxOne,04-Aug-15,tiger&squid,"Action Adventure,General",No info
Slender: The Arrival,PlayStation4,24-Mar-15,BlueIsleStudios,"Adventure,3D,First-Person",No info
Metro: Last Light - Faction Pack,PC,16-Jul-13,4AGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info
Sonic Adventure 2,Xbox360,05-Oct-12,"Sega,SonicTeam","Action,Platformer,Platformer,3D,3D",No info
Leedmees,Xbox360,07-Sep-11,Konami,"Action,General,General",02-Jan
Crazy Taxi,PlayStation3,16-Nov-10,Hitmaker,"Driving,Racing,Arcade,Arcade,Automobile",No info
Guitar Rock Tour,DS,04-Nov-08,Ubisoft,"Action,Miscellaneous,Rhythm,Music,Music",02-Jan
Konductra,DS,31-Oct-06,oeFun,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,General,Matching",2  Online
Namco Museum 50th Anniversary,GameBoyAdvance,30-Aug-05,BackboneVancouver,"Miscellaneous,Compilation",02-Jan
BMX XXX,GameCube,24-Nov-02,"Z-Axis,Ltd.","Sports,Alternative,Biking",02-Jan
Ninja Assault,PlayStation2,18-Nov-02,Namco,"Action,Shooter,Rail",02-Jan
Wreckless: The Yakuza Missions,PlayStation2,13-Nov-02,StealthStudios,"Driving,Mission-based",02-Jan
Chase: Hollywood Stunt Driver,Xbox,25-Sep-02,I-Imagine,"Driving,Mission-based",04-Jan
Star Wars Episode III: Revenge of the Sith,PlayStation2,04-May-05,DoubleHelixGames,"Action Adventure,Sci-Fi",02-Jan
NHL 15,PlayStation4,09-Sep-14,EASports,"Sports,Traditional,Team,Ice Hockey,Sim",2
James Cameron's Avatar: The Game,Wii,01-Dec-09,"Ubisoft,UbisoftMontreal","Action,General,General",No Online Multiplayer
World Poker Tour,PlayStation2,18-Oct-05,Coresoft,"Miscellaneous,Parlor,Gambling",6  Online
Rio,Xbox360,12-Apr-11,"EurocomEntertainmentSoftware,Eurocom","Miscellaneous,General,General",No info
The Legend of Spyro: The Eternal Night,Wii,18-Oct-07,KromeStudios,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer
Flipper Critters,DS,09-Oct-07,ZenStudios,"Miscellaneous,Parlor,Pinball,Pinball",02-Jan
Encleverment Experiment,Xbox360,11-Nov-09,BlitzArcade,"Miscellaneous,Puzzle,Puzzle,General,General",No info
Shrek the Third,PC,15-May-07,7Studios,"Action,General,General",No info
EA Playground,DS,23-Oct-07,PiranhaGames,"Action,General,General",4  Online
EVE: Gunjack,PlayStation4,13-Oct-16,CCP,"Action,Simulation,Flight,Shooter,Light Gun,Combat",No Online Multiplayer
KickBeat: Special Edition,PlayStation4,16-Sep-14,ZenStudios,"Action,Miscellaneous,Rhythm,Music",No info
Off-Road Drive,PC,29-Sep-11,AvalonStyle,"Driving,Racing,Simulation,Rally / Offroad,Automobile",No info
Special Forces: Nemesis Strike,Xbox,22-Mar-05,AsoboStudio,"Action,Shooter,Third-Person,Modern",10-Jan
I and Me,Switch,13-Jul-17,WishFang,"Action,Platformer,2D",No Online Multiplayer
