,platform,genre,players
2240,PlayStation2,Action,1 Player
2240,PlayStation2,Platformer,1 Player
2240,PlayStation2,3D,1 Player
2241,Xbox,Action,1 Player
2241,Xbox,Shooter,1 Player
2241,Xbox,Third-Person,1 Player
2241,Xbox,Sci-Fi,1 Player
2242,PlayStation2,Action,04-Jan
2242,PlayStation2,Shooter,04-Jan
2242,PlayStation2,Third-Person,04-Jan
2242,PlayStation2,Modern,04-Jan
2243,Xbox,Miscellaneous,02-Jan
2244,PlayStation2,Action Adventure,1 Player
2244,PlayStation2,Fantasy,1 Player
2245,PlayStation2,Driving,02-Jan
2246,PlayStation2,Action Adventure,1 Player
2246,PlayStation2,Horror,1 Player
2247,GameBoyAdvance,Miscellaneous,04-Jan
2247,GameBoyAdvance,Puzzle,04-Jan
2247,GameBoyAdvance,General,04-Jan
2249,PlayStation3,General,No Online Multiplayer
2249,PlayStation3,Action,No Online Multiplayer
2249,PlayStation3,Shooter,No Online Multiplayer
2249,PlayStation3,Shooter,No Online Multiplayer
2249,PlayStation3,First-Person,No Online Multiplayer
2249,PlayStation3,Sci-Fi,No Online Multiplayer
2249,PlayStation3,Sci-Fi,No Online Multiplayer
2249,PlayStation3,Arcade,No Online Multiplayer
2250,PlayStation2,Action Adventure,1 Player
2250,PlayStation2,Fantasy,1 Player
2251,Switch,Action,Online Multiplayer
2251,Switch,Music,Online Multiplayer
2254,XboxOne,Action RPG,Up to 4 
2254,XboxOne,Role-Playing,Up to 4 
2254,XboxOne,Action RPG,Up to 4 
2255,PC,Role-Playing,Massively Multiplayer
2255,PC,Fantasy,Massively Multiplayer
2255,PC,Fantasy,Massively Multiplayer
2256,PC,Simulation,No Online Multiplayer
2256,PC,Strategy,No Online Multiplayer
2257,Switch,Puzzle,No Online Multiplayer
2258,Switch,Action,Massively Multiplayer
2258,Switch,Shooter,Massively Multiplayer
2258,Switch,Third-Person,Massively Multiplayer
2258,Switch,Tactical,Massively Multiplayer
2259,PC,Action,No Online Multiplayer
2259,PC,Shooter,No Online Multiplayer
2259,PC,First-Person,No Online Multiplayer
2259,PC,Tactical,No Online Multiplayer
2260,PlayStation4,Fantasy,No Online Multiplayer
2260,PlayStation4,Action Adventure,No Online Multiplayer
2260,PlayStation4,General,No Online Multiplayer
2261,PC,Action,No Online Multiplayer
2261,PC,General,No Online Multiplayer
2261,PC,Shooter,No Online Multiplayer
2262,PlayStation4,Strategy,No Online Multiplayer
2262,PlayStation4,Turn-Based,No Online Multiplayer
2263,PlayStation4,Sports,Up to 6 
2263,PlayStation4,Team,Up to 6 
2263,PlayStation4,Sim,Up to 6 
2266,PlayStation,Miscellaneous,02-Jan
2266,PlayStation,Puzzle,02-Jan
2268,PlayStation3,Fighting,Up to 8 
2268,PlayStation3,2D,Up to 8 
2268,PlayStation3,Action,Up to 8 
2268,PlayStation3,Fighting,Up to 8 
2268,PlayStation3,2D,Up to 8 
2269,PlayStation3,Action,Up to 4 
2269,PlayStation3,Miscellaneous,Up to 4 
2269,PlayStation3,Beat-'Em-Up,Up to 4 
2269,PlayStation3,Compilation,Up to 4 
2269,PlayStation3,Compilation,Up to 4 
2270,PlayStation4,General,No Online Multiplayer
2270,PlayStation4,Action Adventure,No Online Multiplayer
2270,PlayStation4,Open-World,No Online Multiplayer
2272,PC,Role-Playing,No Online Multiplayer
2272,PC,Japanese-Style,No Online Multiplayer
2274,GameCube,Sports,04-Jan
2274,GameCube,Traditional,04-Jan
2274,GameCube,Sim,04-Jan
2275,GameCube,Action Adventure,1 Player
2275,GameCube,Horror,1 Player
2276,GameBoyAdvance,Sports,04-Jan
2276,GameBoyAdvance,Traditional,04-Jan
2277,PlayStation2,Sports,04-Jan
2277,PlayStation2,Traditional,04-Jan
2278,PC,Action,No Online Multiplayer
2278,PC,Shooter,No Online Multiplayer
2278,PC,Shooter,No Online Multiplayer
2278,PC,Third-Person,No Online Multiplayer
2278,PC,Sci-Fi,No Online Multiplayer
2278,PC,Sci-Fi,No Online Multiplayer
2278,PC,Arcade,No Online Multiplayer
2279,3DS,Action Adventure,Up to 6 
2279,3DS,Fantasy,Up to 6 
2279,3DS,General,Up to 6 
2279,3DS,Fantasy,Up to 6 
2280,Switch,Role-Playing,Online Multiplayer
2280,Switch,Action RPG,Online Multiplayer
2282,PC,Adventure,No Online Multiplayer
2282,PC,General,No Online Multiplayer
2283,PlayStation2,Action,02-Jan
2283,PlayStation2,Platformer,02-Jan
2283,PlayStation2,3D,02-Jan
2284,PC,Action,No Online Multiplayer
2284,PC,Role-Playing,No Online Multiplayer
2284,PC,Platformer,No Online Multiplayer
2284,PC,Action RPG,No Online Multiplayer
2284,PC,2D,No Online Multiplayer
2285,PlayStationVita,Adventure,No Online Multiplayer
2286,Xbox,Sports,8  Online
2286,Xbox,Traditional,8  Online
2286,Xbox,Sim,8  Online
2287,PC,Action Adventure,No Online Multiplayer
2287,PC,Fantasy,No Online Multiplayer
2287,PC,General,No Online Multiplayer
2287,PC,Fantasy,No Online Multiplayer
2288,PSP,Action,16-Jan
2288,PSP,Platformer,16-Jan
2288,PSP,Platformer,16-Jan
2288,PSP,2D,16-Jan
2288,PSP,2D,16-Jan
2289,PSP,Sports,2  Online
2289,PSP,Traditional,2  Online
2289,PSP,Team,2  Online
2289,PSP,Sim,2  Online
2289,PSP,Sim,2  Online
2290,PC,Strategy,Online Multiplayer
2290,PC,Real-Time,Online Multiplayer
2290,PC,Sci-Fi,Online Multiplayer
2290,PC,Sci-Fi,Online Multiplayer
2290,PC,General,Online Multiplayer
2292,PC,Action Adventure,No Online Multiplayer
2292,PC,General,No Online Multiplayer
2293,Switch,Action Adventure,No Online Multiplayer
2293,Switch,Survival,No Online Multiplayer
2295,PlayStation4,Action,Up to 4 
2295,PlayStation4,Platformer,Up to 4 
2295,PlayStation4,2D,Up to 4 
2296,Xbox,Action,16-Jan
2296,Xbox,Shooter,16-Jan
2296,Xbox,First-Person,16-Jan
2296,Xbox,Sci-Fi,16-Jan
2297,PC,Action,16-Jan
2297,PC,Shooter,16-Jan
2297,PC,Shooter,16-Jan
2297,PC,First-Person,16-Jan
2297,PC,Sci-Fi,16-Jan
2297,PC,Sci-Fi,16-Jan
2297,PC,Arcade,16-Jan
2298,PlayStation3,Fighting,
2298,PlayStation3,3D,
2298,PlayStation3,Action,
2298,PlayStation3,Fighting,
2298,PlayStation3,2D,
2298,PlayStation3,3D,
2300,Xbox360,Action Adventure,No Online Multiplayer
2300,Xbox360,Modern,No Online Multiplayer
2300,Xbox360,Fantasy,No Online Multiplayer
2300,Xbox360,Fantasy,No Online Multiplayer
2300,Xbox360,Open-World,No Online Multiplayer
2301,PlayStation4,Action,No Online Multiplayer
2301,PlayStation4,Platformer,No Online Multiplayer
2301,PlayStation4,2D,No Online Multiplayer
2302,PC,Strategy,No Online Multiplayer
2302,PC,Turn-Based,No Online Multiplayer
2303,XboxOne,Action,Up to 4 
2303,XboxOne,Arcade,Up to 4 
2304,Switch,Miscellaneous,No Online Multiplayer
2304,Switch,Compilation,No Online Multiplayer
2306,PC,Miscellaneous,No Online Multiplayer
2306,PC,Compilation,No Online Multiplayer
2308,PlayStation4,Action,No Online Multiplayer
2308,PlayStation4,Platformer,No Online Multiplayer
2308,PlayStation4,2D,No Online Multiplayer
2308,PlayStation4,Role-Playing,No Online Multiplayer
2308,PlayStation4,Action RPG,No Online Multiplayer
2309,Xbox360,Action,4  Online
2309,Xbox360,Platformer,4  Online
2309,Xbox360,Platformer,4  Online
2309,Xbox360,2D,4  Online
2309,Xbox360,2D,4  Online
2311,Xbox360,Role-Playing,1 Player
2311,Xbox360,First-Person,1 Player
2311,Xbox360,First-Person,1 Player
2311,Xbox360,General,1 Player
2312,Xbox,Role-Playing,02-Jan
2312,Xbox,Action RPG,02-Jan
2313,Wii,Action,No Online Multiplayer
2313,Wii,Beat-'Em-Up,No Online Multiplayer
2313,Wii,Beat-'Em-Up,No Online Multiplayer
2313,Wii,3D,No Online Multiplayer
2314,Xbox,Sports,2  Online
2314,Xbox,Traditional,2  Online
2315,3DS,Role-Playing,No Online Multiplayer
2315,3DS,Console-style RPG,No Online Multiplayer
2315,3DS,Console-style RPG,No Online Multiplayer
2315,3DS,Japanese-Style,No Online Multiplayer
2317,PC,Action Adventure,No Online Multiplayer
2317,PC,General,No Online Multiplayer
2318,XboxOne,Miscellaneous,No Online Multiplayer
2318,XboxOne,Compilation,No Online Multiplayer
2319,PlayStation4,Action Adventure,Up to 8 
2319,PlayStation4,Historic,Up to 8 
2319,PlayStation4,Historic,Up to 8 
2319,PlayStation4,Open-World,Up to 8 
2320,PC,Strategy,1 Player
2320,PC,Turn-Based,1 Player
2320,PC,Historic,1 Player
2320,PC,Historic,1 Player
2321,GameCube,Driving,02-Jan
2321,GameCube,Racing,02-Jan
2322,GameCube,Sports,04-Jan
2322,GameCube,Traditional,04-Jan
2322,GameCube,Sim,04-Jan
2325,PlayStation2,Sports,02-Jan
2326,Xbox,Role-Playing,Massively Multiplayer
2326,Xbox,Action RPG,Massively Multiplayer
2327,PC,Strategy,No Online Multiplayer
2327,PC,Turn-Based,No Online Multiplayer
2327,PC,Sci-Fi,No Online Multiplayer
2327,PC,Sci-Fi,No Online Multiplayer
2328,PlayStation2,Action Adventure,1 Player
2328,PlayStation2,Fantasy,1 Player
2329,PC,Role-Playing,Massively Multiplayer
2329,PC,Fantasy,Massively Multiplayer
2330,Dreamcast,Action,02-Jan
2330,Dreamcast,General,02-Jan
2331,Xbox360,Action,4  Online
2331,Xbox360,Shooter,4  Online
2331,Xbox360,Shooter,4  Online
2331,Xbox360,First-Person,4  Online
2331,Xbox360,Sci-Fi,4  Online
2331,Xbox360,Sci-Fi,4  Online
2331,Xbox360,Arcade,4  Online
2332,DS,Adventure,No Online Multiplayer
2332,DS,General,No Online Multiplayer
2332,DS,General,No Online Multiplayer
2333,PlayStation3,Driving,Up to 16 
2333,PlayStation3,Racing,Up to 16 
2333,PlayStation3,Arcade,Up to 16 
2333,PlayStation3,Arcade,Up to 16 
2333,PlayStation3,Automobile,Up to 16 
2334,PlayStation4,Racing,Up to 8 
2334,PlayStation4,Arcade,Up to 8 
2334,PlayStation4,Automobile,Up to 8 
2335,XboxOne,Racing,Up to 16 
2335,XboxOne,General,Up to 16 
2335,XboxOne,Arcade,Up to 16 
2335,XboxOne,Automobile,Up to 16 
2336,PlayStation3,Strategy,2  Online
2336,PlayStation3,Real-Time,2  Online
2336,PlayStation3,Fantasy,2  Online
2336,PlayStation3,Fantasy,2  Online
2337,Wii,Sports,No Online Multiplayer
2337,Wii,Traditional,No Online Multiplayer
2337,Wii,Team,No Online Multiplayer
2337,Wii,Arcade,No Online Multiplayer
2337,Wii,Arcade,No Online Multiplayer
2338,XboxOne,Adventure,No Online Multiplayer
2338,XboxOne,General,No Online Multiplayer
2339,PC,Action,No Online Multiplayer
2339,PC,Strategy,No Online Multiplayer
2339,PC,General,No Online Multiplayer
2339,PC,Real-Time,No Online Multiplayer
2339,PC,General,No Online Multiplayer
2340,PlayStation2,Sports,8  Online
2341,3DS,Role-Playing,No Online Multiplayer
2341,3DS,Console-style RPG,No Online Multiplayer
2341,3DS,Japanese-Style,No Online Multiplayer
2342,Xbox360,Driving,2  Online
2342,Xbox360,Racing,2  Online
2342,Xbox360,Simulation,2  Online
2342,Xbox360,Automobile,2  Online
2343,PC,Action Adventure,No Online Multiplayer
2343,PC,Sci-Fi,No Online Multiplayer
2343,PC,General,No Online Multiplayer
2344,PlayStation3,Strategy,04-Jan
2344,PlayStation3,General,04-Jan
2344,PlayStation3,General,04-Jan
2345,PlayStation4,Action RPG,No Online Multiplayer
2345,PlayStation4,Action Adventure,No Online Multiplayer
2345,PlayStation4,Fantasy,No Online Multiplayer
2345,PlayStation4,Role-Playing,No Online Multiplayer
2345,PlayStation4,Action RPG,No Online Multiplayer
2346,PlayStation2,Action Adventure,1 Player
2346,PlayStation2,Sci-Fi,1 Player
2347,PlayStationVita,Adventure,No Online Multiplayer
2347,PlayStationVita,General,No Online Multiplayer
2348,PlayStation3,Action Adventure,No Online Multiplayer
2348,PlayStation3,Fantasy,No Online Multiplayer
2348,PlayStation3,General,No Online Multiplayer
2348,PlayStation3,Fantasy,No Online Multiplayer
2349,PC,Role-Playing,No Online Multiplayer
2349,PC,Action RPG,No Online Multiplayer
2349,PC,Action RPG,No Online Multiplayer
2350,Xbox360,Action Adventure,Up to 4 
2350,Xbox360,Horror,Up to 4 
2350,Xbox360,Horror,Up to 4 
2350,Xbox360,Survival,Up to 4 
2351,Wii,Action,No Online Multiplayer
2351,Wii,Platformer,No Online Multiplayer
2351,Wii,Platformer,No Online Multiplayer
2351,Wii,2D,No Online Multiplayer
2351,Wii,2D,No Online Multiplayer
2352,PC,Sports,No Online Multiplayer
2352,PC,Individual,No Online Multiplayer
2352,PC,Arcade,No Online Multiplayer
2356,GameBoyAdvance,Driving,04-Jan
2356,GameBoyAdvance,Racing,04-Jan
2356,GameBoyAdvance,Arcade,04-Jan
2357,Xbox,Miscellaneous,8  Online
2357,Xbox,Compilation,8  Online
2358,PlayStation4,Role-Playing,No Online Multiplayer
2358,PlayStation4,General,No Online Multiplayer
2360,PSP,Action Adventure,2
2360,PSP,Sci-Fi,2
2360,PSP,Sci-Fi,2
2360,PSP,General,2
2361,PC,Action Adventure,No Online Multiplayer
2361,PC,General,No Online Multiplayer
2364,PlayStation3,Sports,Up to 6 
2364,PlayStation3,Traditional,Up to 6 
2364,PlayStation3,Team,Up to 6 
2364,PlayStation3,Sim,Up to 6 
2364,PlayStation3,Sim,Up to 6 
2365,PlayStation,Action,02-Jan
2365,PlayStation,Fighting,02-Jan
2365,PlayStation,3D,02-Jan
2366,PlayStation3,Sports,Up to 10 
2366,PlayStation3,Traditional,Up to 10 
2366,PlayStation3,Team,Up to 10 
2366,PlayStation3,Sim,Up to 10 
2366,PlayStation3,Sim,Up to 10 
2368,PlayStation4,Horror,No Online Multiplayer
2368,PlayStation4,Action Adventure,No Online Multiplayer
2368,PlayStation4,Survival,No Online Multiplayer
2370,PC,Action,No Online Multiplayer
2370,PC,Strategy,No Online Multiplayer
2370,PC,Real-Time,No Online Multiplayer
2370,PC,General,No Online Multiplayer
2371,PC,Action,No Online Multiplayer
2371,PC,Shooter,No Online Multiplayer
2371,PC,First-Person,No Online Multiplayer
2371,PC,Arcade,No Online Multiplayer
2372,PlayStation4,Puzzle,Up to 4 
2375,Xbox,Action Adventure,1 Player
2375,Xbox,Fantasy,1 Player
2376,Nintendo64,Action,1 Player
2376,Nintendo64,Platformer,1 Player
2376,Nintendo64,3D,1 Player
2377,Xbox360,Action,02-Jan
2377,Xbox360,Fighting,02-Jan
2377,Xbox360,Fighting,02-Jan
2377,Xbox360,2D,02-Jan
2377,Xbox360,2D,02-Jan
2378,PC,Role-Playing,Massively Multiplayer
2382,PC,Action,No Online Multiplayer
2382,PC,General,No Online Multiplayer
2386,Xbox,Driving,8  Online
2386,Xbox,Racing,8  Online
2387,XboxOne,Action,No Online Multiplayer
2387,XboxOne,Platformer,No Online Multiplayer
2387,XboxOne,3D,No Online Multiplayer
2388,PC,Action Adventure,No Online Multiplayer
2388,PC,Modern,No Online Multiplayer
2388,PC,Modern,No Online Multiplayer
2389,Xbox360,Driving,Up to 4 
2389,Xbox360,Racing,Up to 4 
2389,Xbox360,Simulation,Up to 4 
2389,Xbox360,Automobile,Up to 4 
2390,DS,Action,4  Online
2390,DS,Shooter,4  Online
2390,DS,Shooter,4  Online
2392,WiiU,Action,Up to 4 
2392,WiiU,Fighting,Up to 4 
2392,WiiU,Fighting,Up to 4 
2392,WiiU,3D,Up to 4 
2392,WiiU,3D,Up to 4 
2395,PlayStation4,Sports,Online Multiplayer
2395,PlayStation4,Team,Online Multiplayer
2395,PlayStation4,Sim,Online Multiplayer
2397,Xbox360,Action,No Online Multiplayer
2397,Xbox360,Miscellaneous,No Online Multiplayer
2398,PlayStation3,Role-Playing,No Online Multiplayer
2398,PlayStation3,Console-style RPG,No Online Multiplayer
2398,PlayStation3,Console-style RPG,No Online Multiplayer
2398,PlayStation3,Japanese-Style,No Online Multiplayer
2399,Xbox360,Sports,2  Online
2399,Xbox360,Traditional,2  Online
2399,Xbox360,Team,2  Online
2399,Xbox360,Sim,2  Online
2399,Xbox360,Sim,2  Online
2400,PlayStation3,Role-Playing,No Online Multiplayer
2400,PlayStation3,Console-style RPG,No Online Multiplayer
2400,PlayStation3,Console-style RPG,No Online Multiplayer
2400,PlayStation3,Japanese-Style,No Online Multiplayer
2401,Xbox360,Sports,2  Online
2401,Xbox360,Traditional,2  Online
2401,Xbox360,Team,2  Online
2401,Xbox360,Sim,2  Online
2401,Xbox360,Sim,2  Online
2404,Xbox,Action,04-Jan
2404,Xbox,Shooter,04-Jan
2404,Xbox,First-Person,04-Jan
2404,Xbox,Sci-Fi,04-Jan
2407,PSP,Action,1 Player
2407,PSP,Platformer,1 Player
2407,PSP,Platformer,1 Player
2407,PSP,3D,1 Player
2407,PSP,3D,1 Player
2410,Switch,Miscellaneous,No Online Multiplayer
2411,PlayStation3,Action,Up to 4 
2411,PlayStation3,Shooter,Up to 4 
2411,PlayStation3,Shooter,Up to 4 
2411,PlayStation3,First-Person,Up to 4 
2411,PlayStation3,Sci-Fi,Up to 4 
2411,PlayStation3,Sci-Fi,Up to 4 
2411,PlayStation3,Arcade,Up to 4 
2412,Switch,Action,No Online Multiplayer
2412,Switch,General,No Online Multiplayer
2413,Xbox,Driving,02-Jan
2413,Xbox,Racing,02-Jan
2414,GameCube,Action,04-Jan
2414,GameCube,Shooter,04-Jan
2414,GameCube,Third-Person,04-Jan
2414,GameCube,Tactical,04-Jan
2414,GameCube,Modern,04-Jan
2415,Xbox,Sports,02-Jan
2415,Xbox,Traditional,02-Jan
2415,Xbox,Arcade,02-Jan
2416,PC,Sports,16-Jan
2416,PC,Traditional,16-Jan
2416,PC,Team,16-Jan
2416,PC,Sim,16-Jan
2416,PC,Sim,16-Jan
2418,PC,Strategy,08-Jan
2418,PC,Real-Time,08-Jan
2418,PC,Historic,08-Jan
2418,PC,Historic,08-Jan
2419,PC,Role-Playing,Massively Multiplayer
2419,PC,Fantasy,Massively Multiplayer
2419,PC,Fantasy,Massively Multiplayer
2421,PlayStation4,Action Adventure,No Online Multiplayer
2423,DS,Action,4  Online
2423,DS,Fighting,4  Online
2423,DS,Fighting,4  Online
2423,DS,2D,4  Online
2423,DS,2D,4  Online
2424,PlayStation4,Miscellaneous,No Online Multiplayer
2424,PlayStation4,Compilation,No Online Multiplayer
2426,Xbox,Action Adventure,1 Player
2426,Xbox,Fantasy,1 Player
2427,Switch,Action,Up to 8 
2427,Switch,Shooter,Up to 8 
2427,Switch,Third-Person,Up to 8 
2427,Switch,Arcade,Up to 8 
2429,PlayStation4,Action,No Online Multiplayer
2430,PlayStation3,Action,1 Player
2430,PlayStation3,Shooter,1 Player
2430,PlayStation3,Shooter,1 Player
2431,Xbox360,Action,2  Online
2431,Xbox360,Action Adventure,2  Online
2431,Xbox360,Shooter,2  Online
2431,Xbox360,Shooter,2  Online
2431,Xbox360,Open-World,2  Online
2431,Xbox360,Third-Person,2  Online
2431,Xbox360,Sci-Fi,2  Online
2431,Xbox360,Sci-Fi,2  Online
2432,PC,Role-Playing,Massively Multiplayer
2432,PC,Fantasy,Massively Multiplayer
2432,PC,Fantasy,Massively Multiplayer
2433,PlayStation4,Action Adventure,No Online Multiplayer
2433,PlayStation4,Open-World,No Online Multiplayer
2434,Xbox,Action,16  Online
2434,Xbox,Shooter,16  Online
2434,Xbox,First-Person,16  Online
2434,Xbox,Historic,16  Online
2435,Xbox360,Action,2  Online
2435,Xbox360,Sports,2  Online
2435,Xbox360,Fighting,2  Online
2435,Xbox360,Fighting,2  Online
2435,Xbox360,Individual,2  Online
2435,Xbox360,Combat,2  Online
2436,Xbox,Role-Playing,1 Player
2436,Xbox,Action RPG,1 Player
2437,XboxOne,Sports,Up to 10 
2437,XboxOne,Team,Up to 10 
2437,XboxOne,Arcade,Up to 10 
2437,XboxOne,Sim,Up to 10 
2438,PC,Action,Up to 8 
2438,PC,Action Adventure,Up to 8 
2438,PC,Platformer,Up to 8 
2438,PC,Platformer,Up to 8 
2438,PC,2D,Up to 8 
2438,PC,2D,Up to 8 
2439,Xbox360,Sports,4  Online
2439,Xbox360,Traditional,4  Online
2439,Xbox360,Team,4  Online
2439,Xbox360,Sim,4  Online
2439,Xbox360,Sim,4  Online
2440,PC,Action,Up to 16 
2440,PC,Shooter,Up to 16 
2440,PC,First-Person,Up to 16 
2440,PC,Arcade,Up to 16 
2441,PC,Role-Playing,Massively Multiplayer
2441,PC,Fantasy,Massively Multiplayer
2441,PC,Fantasy,Massively Multiplayer
2442,PlayStation2,Sports,2  Online
2442,PlayStation2,Traditional,2  Online
2442,PlayStation2,Sim,2  Online
2445,PC,Miscellaneous,No Online Multiplayer
2445,PC,Adventure,No Online Multiplayer
2445,PC,General,No Online Multiplayer
2445,PC,3D,No Online Multiplayer
2445,PC,Compilation,No Online Multiplayer
2445,PC,Third-Person,No Online Multiplayer
2446,XboxOne,Sports,2
2446,XboxOne,Team,2
2446,XboxOne,Sim,2
2449,PlayStation3,Sports,2  Online
2449,PlayStation3,Traditional,2  Online
2449,PlayStation3,Individual,2  Online
2449,PlayStation3,Combat,2  Online
2450,Xbox,Action Adventure,1 Player
2450,Xbox,Sci-Fi,1 Player
2451,Switch,Action Adventure,2
2452,Switch,Action Adventure,No Online Multiplayer
2452,Switch,General,No Online Multiplayer
2453,Switch,Action,No Online Multiplayer
2453,Switch,Platformer,No Online Multiplayer
2453,Switch,2D,No Online Multiplayer
2454,PlayStation4,Action,No Online Multiplayer
2454,PlayStation4,Beat-'Em-Up,No Online Multiplayer
2454,PlayStation4,2D,No Online Multiplayer
2455,Switch,Strategy,No Online Multiplayer
2455,Switch,Turn-Based,No Online Multiplayer
2456,PlayStation3,Adventure,No Online Multiplayer
2456,PlayStation3,General,No Online Multiplayer
2460,PlayStation3,Sports,Up to 4 
2460,PlayStation3,Traditional,Up to 4 
2460,PlayStation3,Team,Up to 4 
2460,PlayStation3,Sim,Up to 4 
2460,PlayStation3,Sim,Up to 4 
2462,PC,Action Adventure,No Online Multiplayer
2462,PC,Modern,No Online Multiplayer
2462,PC,Fantasy,No Online Multiplayer
2462,PC,Modern,No Online Multiplayer
2462,PC,Open-World,No Online Multiplayer
2463,DS,Miscellaneous,Up to 8 
2464,GameBoyAdvance,Miscellaneous,02-Jan
2464,GameBoyAdvance,Puzzle,02-Jan
2465,PC,Action,16-Jan
2465,PC,Shooter,16-Jan
2465,PC,Shooter,16-Jan
2465,PC,First-Person,16-Jan
2465,PC,Tactical,16-Jan
2465,PC,Modern,16-Jan
2465,PC,Modern,16-Jan
2466,PlayStation2,Role-Playing,1 Player
2466,PlayStation2,Console-style RPG,1 Player
2468,GameBoyAdvance,Action,02-Jan
2468,GameBoyAdvance,Fighting,02-Jan
2468,GameBoyAdvance,2D,02-Jan
2469,PC,Driving,08-Jan
2469,PC,Racing,08-Jan
2469,PC,Simulation,08-Jan
2469,PC,Automobile,08-Jan
2470,PC,Simulation,16-Jan
2470,PC,Combat,16-Jan
2471,PlayStation3,Action,Up to 16 
2471,PlayStation3,Shooter,Up to 16 
2471,PlayStation3,Shooter,Up to 16 
2471,PlayStation3,First-Person,Up to 16 
2471,PlayStation3,Sci-Fi,Up to 16 
2471,PlayStation3,Modern,Up to 16 
2471,PlayStation3,Sci-Fi,Up to 16 
2471,PlayStation3,Arcade,Up to 16 
2473,PlayStation4,Action,No Online Multiplayer
2473,PlayStation4,Miscellaneous,No Online Multiplayer
2473,PlayStation4,Shooter,No Online Multiplayer
2473,PlayStation4,Compilation,No Online Multiplayer
2473,PlayStation4,First-Person,No Online Multiplayer
2473,PlayStation4,Sci-Fi,No Online Multiplayer
2474,Switch,General,No Online Multiplayer
2474,Switch,Role-Playing,No Online Multiplayer
2474,Switch,Japanese-Style,No Online Multiplayer
2476,PlayStation3,Action,Up to 12 
2476,PlayStation3,Platformer,Up to 12 
2476,PlayStation3,3D,Up to 12 
2476,PlayStation3,Miscellaneous,Up to 12 
2476,PlayStation3,Compilation,Up to 12 
2476,PlayStation3,Compilation,Up to 12 
2477,PC,Modern,No Online Multiplayer
2477,PC,Action Adventure,No Online Multiplayer
2477,PC,General,No Online Multiplayer
2478,DS,Miscellaneous,1 Player
2478,DS,Puzzle,1 Player
2478,DS,Puzzle,1 Player
2478,DS,Puzzle,1 Player
2479,GameBoyAdvance,Action,1 Player
2479,GameBoyAdvance,Shooter,1 Player
2480,Xbox,Sports,04-Jan
2480,Xbox,Traditional,04-Jan
2480,Xbox,Sim,04-Jan
2483,Switch,Miscellaneous,No Online Multiplayer
2483,Switch,Compilation,No Online Multiplayer
2485,DS,Puzzle,1 Player
2485,DS,Action,1 Player
2485,DS,General,1 Player
2485,DS,General,1 Player
2486,PlayStation,Role-Playing,1 Player
2486,PlayStation,Console-style RPG,1 Player
2487,PC,Action,8  Online
2487,PC,Shooter,8  Online
2487,PC,Shooter,8  Online
2487,PC,First-Person,8  Online
2487,PC,Sci-Fi,8  Online
2487,PC,Sci-Fi,8  Online
2487,PC,Arcade,8  Online
2488,PlayStation4,Action Adventure,No Online Multiplayer
2488,PlayStation4,Fantasy,No Online Multiplayer
2488,PlayStation4,General,No Online Multiplayer
2488,PlayStation4,Fantasy,No Online Multiplayer
2488,PlayStation4,Open-World,No Online Multiplayer
2489,PC,Action,No Online Multiplayer
2489,PC,Action Adventure,No Online Multiplayer
2489,PC,Shooter,No Online Multiplayer
2489,PC,General,No Online Multiplayer
2489,PC,Modern,No Online Multiplayer
2489,PC,Third-Person,No Online Multiplayer
2489,PC,Tactical,No Online Multiplayer
2489,PC,Modern,No Online Multiplayer
2490,Xbox,Sports,02-Jan
2491,Xbox360,Action Adventure,No Online Multiplayer
2491,Xbox360,Fantasy,No Online Multiplayer
2491,Xbox360,General,No Online Multiplayer
2491,Xbox360,Fantasy,No Online Multiplayer
2493,Wii,Adventure,1 Player
2493,Wii,General,1 Player
2493,Wii,3D,1 Player
2493,Wii,Fantasy,1 Player
2493,Wii,Third-Person,1 Player
2493,Wii,Fantasy,1 Player
2494,PSP,Role-Playing,No Online Multiplayer
2494,PSP,Action RPG,No Online Multiplayer
2494,PSP,Action RPG,No Online Multiplayer
2498,Xbox360,Action Adventure,No Online Multiplayer
2498,Xbox360,Sci-Fi,No Online Multiplayer
2498,Xbox360,Modern,No Online Multiplayer
2498,Xbox360,Open-World,No Online Multiplayer
2499,PSP,Sports,2  Online
2499,PSP,Traditional,2  Online
2499,PSP,Team,2  Online
2499,PSP,Sim,2  Online
2499,PSP,Sim,2  Online
2500,PC,Action Adventure,No Online Multiplayer
2500,PC,Modern,No Online Multiplayer
2500,PC,Horror,No Online Multiplayer
2500,PC,Horror,No Online Multiplayer
2500,PC,Survival,No Online Multiplayer
2501,Switch,Miscellaneous,No Online Multiplayer
2501,Switch,Compilation,No Online Multiplayer
2502,Xbox360,Shooter,Up to 12 
2502,Xbox360,Sci-Fi,Up to 12 
2502,Xbox360,Miscellaneous,Up to 12 
2502,Xbox360,General,Up to 12 
2502,Xbox360,Action,Up to 12 
2502,Xbox360,Shooter,Up to 12 
2502,Xbox360,First-Person,Up to 12 
2502,Xbox360,Sci-Fi,Up to 12 
2502,Xbox360,Arcade,Up to 12 
2503,PlayStation2,Miscellaneous,08-Jan
2503,PlayStation2,Music,08-Jan
2504,GameCube,Action Adventure,1 Player
2504,GameCube,Modern,1 Player
2505,PlayStation2,Sports,02-Jan
2505,PlayStation2,Traditional,02-Jan
2505,PlayStation2,Sim,02-Jan
2506,PC,Sports,08-Jan
