,platform,genre,players
13397,3DS,Platformer,1 Player
13397,3DS,3D,1 Player
13397,3DS,2D,1 Player
13397,3DS,3D,1 Player
13400,XboxOne,Action Adventure,No Online Multiplayer
13400,XboxOne,Survival,No Online Multiplayer
13403,PC,Adventure,1 Player
13403,PC,3D,1 Player
13403,PC,Modern,1 Player
13403,PC,Third-Person,1 Player
13403,PC,Modern,1 Player
13404,GameBoyAdvance,Action,02-Jan
13404,GameBoyAdvance,Platformer,02-Jan
13404,GameBoyAdvance,2D,02-Jan
13405,PlayStation2,Miscellaneous,04-Jan
13405,PlayStation2,Puzzle,04-Jan
13405,PlayStation2,General,04-Jan
13406,GameCube,Action Adventure,1 Player
13406,GameCube,Sci-Fi,1 Player
13407,GameBoyAdvance,Action,1 Player
13407,GameBoyAdvance,Platformer,1 Player
13407,GameBoyAdvance,2D,1 Player
13408,PlayStation2,Action,04-Jan
13408,PlayStation2,Fighting,04-Jan
13408,PlayStation2,3D,04-Jan
13409,Xbox360,Miscellaneous,Up to 4 
13409,Xbox360,Compilation,Up to 4 
13409,Xbox360,Compilation,Up to 4 
13410,Xbox360,Action,1 Player
13410,Xbox360,Shooter,1 Player
13410,Xbox360,Shooter,1 Player
13411,Xbox360,Miscellaneous,8  Online
13413,PC,Action,16-Jan
13413,PC,Shooter,16-Jan
13413,PC,Shooter,16-Jan
13413,PC,First-Person,16-Jan
13413,PC,Fantasy,16-Jan
13413,PC,Fantasy,16-Jan
13413,PC,Arcade,16-Jan
13414,Switch,Action,No Online Multiplayer
13414,Switch,Shooter,No Online Multiplayer
13415,PC,Adventure,No Online Multiplayer
13415,PC,3D,No Online Multiplayer
13415,PC,First-Person,No Online Multiplayer
13416,DS,Miscellaneous,16-Jan
13417,Switch,Racing,Up to 8 
13417,Switch,Arcade,Up to 8 
13417,Switch,Automobile,Up to 8 
13418,PlayStation3,Action,2
13418,PlayStation3,Shooter,2
13418,PlayStation3,Shooter,2
13419,PC,Action,No Online Multiplayer
13419,PC,Role-Playing,No Online Multiplayer
13419,PC,Platformer,No Online Multiplayer
13419,PC,Action RPG,No Online Multiplayer
13419,PC,3D,No Online Multiplayer
13420,PlayStation4,Simulation,No Online Multiplayer
13420,PlayStation4,Combat,No Online Multiplayer
13422,Xbox360,Action,No Online Multiplayer
13422,Xbox360,Miscellaneous,No Online Multiplayer
13422,Xbox360,Music,No Online Multiplayer
13422,Xbox360,Music,No Online Multiplayer
13424,PSP,Miscellaneous,No Online Multiplayer
13424,PSP,Puzzle,No Online Multiplayer
13424,PSP,Puzzle,No Online Multiplayer
13424,PSP,Puzzle,No Online Multiplayer
13425,XboxOne,Action,No Online Multiplayer
13425,XboxOne,Strategy,No Online Multiplayer
13425,XboxOne,Turn-Based,No Online Multiplayer
13425,XboxOne,General,No Online Multiplayer
13426,PlayStation4,Action,No Online Multiplayer
13426,PlayStation4,Platformer,No Online Multiplayer
13426,PlayStation4,2D,No Online Multiplayer
13427,XboxOne,Action,No Online Multiplayer
13427,XboxOne,Platformer,No Online Multiplayer
13427,XboxOne,3D,No Online Multiplayer
13428,PC,Action Adventure,No Online Multiplayer
13428,PC,General,No Online Multiplayer
13430,PC,Strategy,Online Multiplayer
13430,PC,Turn-Based,Online Multiplayer
13431,PC,Strategy,No Online Multiplayer
13431,PC,General,No Online Multiplayer
13431,PC,General,No Online Multiplayer
13432,Wii,Action,04-Jan
13432,Wii,Miscellaneous,04-Jan
13432,Wii,Music,04-Jan
13432,Wii,Music,04-Jan
13436,PlayStation2,Action,1 Player
13436,PlayStation2,Platformer,1 Player
13436,PlayStation2,3D,1 Player
13437,PSP,Action,Up to 4 
13437,PSP,Beat-'Em-Up,Up to 4 
13437,PSP,Beat-'Em-Up,Up to 4 
13437,PSP,2D,Up to 4 
13438,PlayStation4,Strategy,No Online Multiplayer
13438,PlayStation4,General,No Online Multiplayer
13439,PC,Strategy,No Online Multiplayer
13439,PC,General,No Online Multiplayer
13440,XboxOne,Action Adventure,No Online Multiplayer
13440,XboxOne,General,No Online Multiplayer
13443,PlayStation2,Sports,2  Online
13443,PlayStation2,Traditional,2  Online
13443,PlayStation2,Sim,2  Online
13444,PC,Driving,04-Jan
13444,PC,Racing,04-Jan
13444,PC,Arcade,04-Jan
13444,PC,Arcade,04-Jan
13444,PC,Automobile,04-Jan
13445,PSP,Action,2
13445,PSP,Fighting,2
13445,PSP,Fighting,2
13445,PSP,3D,2
13445,PSP,3D,2
13446,Xbox,Action,1 Player
13446,Xbox,Shooter,1 Player
13446,Xbox,Third-Person,1 Player
13446,Xbox,Fantasy,1 Player
13447,GameBoyAdvance,Sports,02-Jan
13448,Xbox,Action Adventure,1 Player
13448,Xbox,Modern,1 Player
13449,PlayStation2,Sports,02-Jan
13449,PlayStation2,Traditional,02-Jan
13450,Xbox,Action,1 Player
13450,Xbox,Shooter,1 Player
13450,Xbox,Third-Person,1 Player
13450,Xbox,Sci-Fi,1 Player
13452,PlayStation2,Action,1 Player
13452,PlayStation2,Shooter,1 Player
13454,PlayStation3,Driving,Up to 16 
13454,PlayStation3,Racing,Up to 16 
13454,PlayStation3,Simulation,Up to 16 
13454,PlayStation3,Automobile,Up to 16 
13455,PSP,Role-Playing,1 Player
13455,PSP,Console-style RPG,1 Player
13455,PSP,Console-style RPG,1 Player
13455,PSP,Japanese-Style,1 Player
13457,PC,Adventure,No Online Multiplayer
13457,PC,3D,No Online Multiplayer
13457,PC,First-Person,No Online Multiplayer
13459,Wii,Action,1 Player
13459,Wii,General,1 Player
13459,Wii,General,1 Player
13460,PC,Strategy,1 Player
13460,PC,Real-Time,1 Player
13460,PC,Historic,1 Player
13460,PC,Historic,1 Player
13462,PC,Action,4  Online
13462,PC,Shooter,4  Online
13462,PC,Shooter,4  Online
13462,PC,Third-Person,4  Online
13462,PC,Sci-Fi,4  Online
13462,PC,Sci-Fi,4  Online
13462,PC,Arcade,4  Online
13465,Xbox360,Action,No Online Multiplayer
13465,Xbox360,Action Adventure,No Online Multiplayer
13465,Xbox360,Platformer,No Online Multiplayer
13465,Xbox360,General,No Online Multiplayer
13465,Xbox360,Platformer,No Online Multiplayer
13465,Xbox360,3D,No Online Multiplayer
13465,Xbox360,3D,No Online Multiplayer
13466,PlayStation4,Miscellaneous,No Online Multiplayer
13466,PlayStation4,Compilation,No Online Multiplayer
13467,PlayStation4,Action,Up to 4 
13467,PlayStation4,Arcade,Up to 4 
13468,Xbox360,Action,1 Player
13468,Xbox360,Shooter,1 Player
13468,Xbox360,Shooter,1 Player
13468,Xbox360,First-Person,1 Player
13468,Xbox360,Sci-Fi,1 Player
13468,Xbox360,Sci-Fi,1 Player
13468,Xbox360,Arcade,1 Player
13470,Wii,Action,No Online Multiplayer
13470,Wii,Shooter,No Online Multiplayer
13470,Wii,Shooter,No Online Multiplayer
13470,Wii,First-Person,No Online Multiplayer
13470,Wii,Modern,No Online Multiplayer
13470,Wii,Modern,No Online Multiplayer
13470,Wii,Arcade,No Online Multiplayer
13471,DS,Sports,04-Jan
13471,DS,Individual,04-Jan
13474,Xbox360,Action,4  Online
13474,Xbox360,Fighting,4  Online
13474,Xbox360,Fighting,4  Online
13474,Xbox360,2D,4  Online
13474,Xbox360,2D,4  Online
13476,Switch,Action Adventure,No Online Multiplayer
13476,Switch,Adventure,No Online Multiplayer
13476,Switch,General,No Online Multiplayer
13476,Switch,3D,No Online Multiplayer
13476,Switch,Third-Person,No Online Multiplayer
13477,Switch,Action,No Online Multiplayer
13477,Switch,Music,No Online Multiplayer
13480,PC,Action,08-Jan
13480,PC,Shooter,08-Jan
13480,PC,Shooter,08-Jan
13480,PC,First-Person,08-Jan
13480,PC,Historic,08-Jan
13480,PC,Historic,08-Jan
13480,PC,Arcade,08-Jan
13481,Xbox360,Action Adventure,1 Player
13481,Xbox360,Horror,1 Player
13481,Xbox360,Horror,1 Player
13481,Xbox360,Survival,1 Player
13482,PlayStation4,Action,No Online Multiplayer
13482,PlayStation4,Platformer,No Online Multiplayer
13482,PlayStation4,3D,No Online Multiplayer
13483,XboxOne,Adventure,No Online Multiplayer
13483,XboxOne,3D,No Online Multiplayer
13483,XboxOne,First-Person,No Online Multiplayer
13485,PC,Role-Playing,1 Player
13486,PlayStation4,Action,Up to 4 
13486,PlayStation4,Role-Playing,Up to 4 
13486,PlayStation4,General,Up to 4 
13486,PlayStation4,Action RPG,Up to 4 
13487,PlayStation4,Role-Playing,No Online Multiplayer
13487,PlayStation4,Japanese-Style,No Online Multiplayer
13491,GameBoyAdvance,Action,1 Player
13491,GameBoyAdvance,Platformer,1 Player
13491,GameBoyAdvance,2D,1 Player
13492,PlayStation2,Action,04-Jan
13492,PlayStation2,Fighting,04-Jan
13492,PlayStation2,3D,04-Jan
13493,GameCube,Action,02-Jan
13493,GameCube,Beat-'Em-Up,02-Jan
13494,Xbox,Action,1 Player
13494,Xbox,Platformer,1 Player
13494,Xbox,3D,1 Player
13495,PC,Strategy,1 Player
13495,PC,Turn-Based,1 Player
13495,PC,Historic,1 Player
13495,PC,General,1 Player
13495,PC,Historic,1 Player
13496,Xbox,Driving,04-Jan
13496,Xbox,Racing,04-Jan
13497,PlayStation2,Action,02-Jan
13497,PlayStation2,Shooter,02-Jan
13497,PlayStation2,First-Person,02-Jan
13497,PlayStation2,Tactical,02-Jan
13497,PlayStation2,Modern,02-Jan
13499,PlayStation3,Simulation,No Online Multiplayer
13499,PlayStation3,Adventure,No Online Multiplayer
13499,PlayStation3,General,No Online Multiplayer
13499,PlayStation3,General,No Online Multiplayer
13502,Switch,Racing,Up to 8 
13502,Switch,Arcade,Up to 8 
13502,Switch,Automobile,Up to 8 
13503,PC,Action,Online Multiplayer
13503,PC,General,Online Multiplayer
13504,PC,Adventure,No Online Multiplayer
13506,Switch,Racing,No Online Multiplayer
13506,Switch,Arcade,No Online Multiplayer
13506,Switch,Automobile,No Online Multiplayer
13507,PC,Action Adventure,No Online Multiplayer
13509,PC,Adventure,No Online Multiplayer
13509,PC,General,No Online Multiplayer
13509,PC,General,No Online Multiplayer
13511,PC,Adventure,1 Player
13511,PC,3D,1 Player
13511,PC,First-Person,1 Player
13511,PC,Fantasy,1 Player
13511,PC,Fantasy,1 Player
13513,PSP,Driving,4  Online
13513,PSP,Racing,4  Online
13513,PSP,Simulation,4  Online
13513,PSP,Automobile,4  Online
13514,PlayStation2,Action Adventure,1 Player
13514,PlayStation2,Modern,1 Player
13516,PlayStation4,Role-Playing,No Online Multiplayer
13516,PlayStation4,Action RPG,No Online Multiplayer
13517,PC,Adventure,No Online Multiplayer
13517,PC,3D,No Online Multiplayer
13517,PC,First-Person,No Online Multiplayer
13518,XboxOne,Action Adventure,No Online Multiplayer
13518,XboxOne,Survival,No Online Multiplayer
13519,PC,First-Person,No Online Multiplayer
13519,PC,Adventure,No Online Multiplayer
13519,PC,3D,No Online Multiplayer
13520,Switch,Action,No Online Multiplayer
13520,Switch,Shooter,No Online Multiplayer
13521,PC,Adventure,No Online Multiplayer
13521,PC,3D,No Online Multiplayer
13521,PC,Third-Person,No Online Multiplayer
13522,PlayStation4,Strategy,Online Multiplayer
13522,PlayStation4,Real-Time,Online Multiplayer
13523,Switch,Role-Playing,No Online Multiplayer
13523,Switch,Japanese-Style,No Online Multiplayer
13524,Switch,Action,No Online Multiplayer
13524,Switch,Platformer,No Online Multiplayer
13524,Switch,2D,No Online Multiplayer
13529,Xbox360,Action,2  Online
13529,Xbox360,Shooter,2  Online
13529,Xbox360,Platformer,2  Online
13529,Xbox360,Shooter,2  Online
13529,Xbox360,2D,2  Online
13530,PlayStation2,Sports,04-Jan
13530,PlayStation2,Traditional,04-Jan
13530,PlayStation2,Sim,04-Jan
13531,GameBoyAdvance,Role-Playing,02-Jan
13531,GameBoyAdvance,Action RPG,02-Jan
13533,PlayStation2,Driving,02-Jan
13533,PlayStation2,Racing,02-Jan
13534,GameBoyAdvance,Action,04-Jan
13534,GameBoyAdvance,Beat-'Em-Up,04-Jan
13535,PlayStation2,Simulation,1 Player
13537,PC,Action Adventure,1 Player
13537,PC,Horror,1 Player
13537,PC,Horror,1 Player
13537,PC,Survival,1 Player
13538,PSP,Miscellaneous,02-Jan
13538,PSP,Puzzle,02-Jan
13538,PSP,Puzzle,02-Jan
13538,PSP,General,02-Jan
13538,PSP,Puzzle,02-Jan
13538,PSP,General,02-Jan
13539,PlayStation2,Sports,4  Online
13539,PlayStation2,Traditional,4  Online
13539,PlayStation2,Arcade,4  Online
13540,GameCube,Sports,04-Jan
13540,GameCube,Traditional,04-Jan
13540,GameCube,Arcade,04-Jan
13541,PlayStation3,Fantasy,No Online Multiplayer
13541,PlayStation3,Action Adventure,No Online Multiplayer
13541,PlayStation3,General,No Online Multiplayer
13541,PlayStation3,Fantasy,No Online Multiplayer
13542,WiiU,Action,No Online Multiplayer
13542,WiiU,Platformer,No Online Multiplayer
13542,WiiU,Platformer,No Online Multiplayer
13542,WiiU,3D,No Online Multiplayer
13542,WiiU,3D,No Online Multiplayer
13543,PC,Strategy,1 Player
13543,PC,Modern,1 Player
13543,PC,Modern,1 Player
13544,PSP,Action,4  Online
13544,PSP,Action Adventure,4  Online
13544,PSP,Horror,4  Online
13544,PSP,Horror,4  Online
13544,PSP,Beat-'Em-Up,4  Online
13544,PSP,Survival,4  Online
13544,PSP,3D,4  Online
13545,PSP,Action,No Online Multiplayer
13545,PSP,Shooter,No Online Multiplayer
13545,PSP,Shooter,No Online Multiplayer
13545,PSP,Third-Person,No Online Multiplayer
13545,PSP,Modern,No Online Multiplayer
13545,PSP,Modern,No Online Multiplayer
13545,PSP,Arcade,No Online Multiplayer
13546,Wii,Miscellaneous,No Online Multiplayer
13546,Wii,Puzzle,No Online Multiplayer
13546,Wii,Puzzle,No Online Multiplayer
13546,Wii,General,No Online Multiplayer
13546,Wii,Puzzle,No Online Multiplayer
13546,Wii,General,No Online Multiplayer
13547,Wii,Miscellaneous,04-Jan
13548,PSP,Role-Playing,No Online Multiplayer
13548,PSP,Console-style RPG,No Online Multiplayer
13548,PSP,Console-style RPG,No Online Multiplayer
13548,PSP,Japanese-Style,No Online Multiplayer
13549,PlayStation4,Adventure,No Online Multiplayer
13549,PlayStation4,3D,No Online Multiplayer
13549,PlayStation4,First-Person,No Online Multiplayer
13551,PlayStation4,Puzzle,No Online Multiplayer
13551,PlayStation4,Action,No Online Multiplayer
13553,PC,General,No Online Multiplayer
13553,PC,Action Adventure,No Online Multiplayer
13553,PC,Survival,No Online Multiplayer
13555,PlayStation4,General,No Online Multiplayer
13555,PlayStation4,General,No Online Multiplayer
13555,PlayStation4,Action,No Online Multiplayer
13555,PlayStation4,Action Adventure,No Online Multiplayer
13555,PlayStation4,Shooter,No Online Multiplayer
13555,PlayStation4,Third-Person,No Online Multiplayer
13555,PlayStation4,Sci-Fi,No Online Multiplayer
13555,PlayStation4,Arcade,No Online Multiplayer
13556,Switch,Action Adventure,No Online Multiplayer
13556,Switch,Survival,No Online Multiplayer
13557,PlayStation4,Action,No Online Multiplayer
13557,PlayStation4,Beat-'Em-Up,No Online Multiplayer
13557,PlayStation4,3D,No Online Multiplayer
13558,PC,Strategy,Online Multiplayer
13558,PC,Real-Time,Online Multiplayer
13558,PC,Historic,Online Multiplayer
13558,PC,General,Online Multiplayer
13558,PC,Historic,Online Multiplayer
13559,PC,Action Adventure,No Online Multiplayer
13559,PC,Horror,No Online Multiplayer
13559,PC,Horror,No Online Multiplayer
13559,PC,Survival,No Online Multiplayer
13561,Wii,Action,04-Jan
13561,Wii,General,04-Jan
13561,Wii,General,04-Jan
13562,PlayStation2,Sports,2  Online
13562,PlayStation2,Traditional,2  Online
13562,PlayStation2,Sim,2  Online
13563,PlayStation2,Action Adventure,1 Player
13563,PlayStation2,Modern,1 Player
13564,PlayStation2,Action,1 Player
13564,PlayStation2,Platformer,1 Player
13564,PlayStation2,3D,1 Player
13565,PlayStation2,Driving,04-Jan
13565,PlayStation2,Racing,04-Jan
13569,PlayStation2,Driving,16  Online
13569,PlayStation2,Racing,16  Online
13569,PlayStation2,Arcade,16  Online
13570,GameCube,Strategy,02-Jan
13570,GameCube,Turn-Based,02-Jan
13570,GameCube,Sci-Fi,02-Jan
13571,PlayStation3,Action,2
13571,PlayStation3,Beat-'Em-Up,2
13571,PlayStation3,Beat-'Em-Up,2
13571,PlayStation3,3D,2
13572,PlayStation2,Role-Playing,1 Player
13572,PlayStation2,Console-style RPG,1 Player
13573,PlayStation4,Role-Playing,No Online Multiplayer
13575,PSP,Strategy,2  Online
13575,PSP,Miscellaneous,2  Online
13575,PSP,Turn-Based,2  Online
13576,Switch,Miscellaneous,No Online Multiplayer
13577,Switch,Adventure,No Online Multiplayer
13577,Switch,General,No Online Multiplayer
13579,PlayStation3,Driving,8  Online
13579,PlayStation3,Racing,8  Online
13579,PlayStation3,Arcade,8  Online
13580,PC,Action,02-Jan
13580,PC,Beat-'Em-Up,02-Jan
13580,PC,Beat-'Em-Up,02-Jan
13580,PC,2D,02-Jan
13580,PC,3D,02-Jan
13581,PC,Racing,No Online Multiplayer
13581,PC,General,No Online Multiplayer
13582,PlayStation4,Action,Up to 4 
13582,PlayStation4,Shooter,Up to 4 
13582,PlayStation4,First-Person,Up to 4 
13582,PlayStation4,Arcade,Up to 4 
13584,DS,Strategy,02-Jan
13584,DS,Real-Time,02-Jan
13584,DS,Sci-Fi,02-Jan
13584,DS,Sci-Fi,02-Jan
13584,DS,General,02-Jan
13586,PlayStation3,Action,1 Player
13586,PlayStation3,Platformer,1 Player
13586,PlayStation3,Platformer,1 Player
13586,PlayStation3,2D,1 Player
13586,PlayStation3,3D,1 Player
13586,PlayStation3,2D,1 Player
13586,PlayStation3,3D,1 Player
13587,Xbox,Driving,04-Jan
13587,Xbox,Racing,04-Jan
13589,PlayStation3,Driving,Up to 16 
13589,PlayStation3,Racing,Up to 16 
13589,PlayStation3,Simulation,Up to 16 
13589,PlayStation3,Automobile,Up to 16 
13592,PlayStation2,Action Adventure,1 Player
13592,PlayStation2,Fantasy,1 Player
13594,Xbox360,Miscellaneous,4  Online
13595,Xbox360,Action,Up to 12 
13595,Xbox360,Shooter,Up to 12 
13595,Xbox360,Shooter,Up to 12 
13595,Xbox360,Third-Person,Up to 12 
13595,Xbox360,Modern,Up to 12 
13595,Xbox360,Modern,Up to 12 
13595,Xbox360,Arcade,Up to 12 
13596,GameCube,Action Adventure,1 Player
13596,GameCube,Sci-Fi,1 Player
13597,PSP,Action,No Online Multiplayer
13597,PSP,Fighting,No Online Multiplayer
13597,PSP,Fighting,No Online Multiplayer
13597,PSP,3D,No Online Multiplayer
13597,PSP,3D,No Online Multiplayer
13598,PlayStation3,Driving,No Online Multiplayer
13598,PlayStation3,Racing,No Online Multiplayer
13598,PlayStation3,General,No Online Multiplayer
13598,PlayStation3,General,No Online Multiplayer
13598,PlayStation3,Arcade,No Online Multiplayer
13598,PlayStation3,Automobile,No Online Multiplayer
13599,Switch,Role-Playing,No Online Multiplayer
13599,Switch,Japanese-Style,No Online Multiplayer
13600,Xbox360,Action,No Online Multiplayer
13600,Xbox360,Beat-'Em-Up,No Online Multiplayer
13600,Xbox360,Beat-'Em-Up,No Online Multiplayer
13600,Xbox360,3D,No Online Multiplayer
13602,GameBoyAdvance,Action,1 Player
13602,GameBoyAdvance,General,1 Player
13604,PC,Action Adventure,No Online Multiplayer
13604,PC,Horror,No Online Multiplayer
13604,PC,Horror,No Online Multiplayer
13604,PC,Survival,No Online Multiplayer
13605,PC,Strategy,Online Multiplayer
13605,PC,Real-Time,Online Multiplayer
13605,PC,Fantasy,Online Multiplayer
13605,PC,General,Online Multiplayer
13605,PC,Fantasy,Online Multiplayer
13606,PlayStation2,Driving,02-Jan
13607,PlayStation,Action,1 Player
13607,PlayStation,Shooter,1 Player
13607,PlayStation,Third-Person,1 Player
13607,PlayStation,Sci-Fi,1 Player
13608,PlayStation2,Simulation,1 Player
13609,PC,Strategy,02-Jan
13609,PC,General,02-Jan
13609,PC,General,02-Jan
13610,PlayStation3,Action,02-Jan
13610,PlayStation3,Action Adventure,02-Jan
13610,PlayStation3,General,02-Jan
13610,PlayStation3,General,02-Jan
13610,PlayStation3,Fantasy,02-Jan
13611,PC,Action Adventure,Online Multiplayer
13611,PC,Survival,Online Multiplayer
13612,Switch,Adventure,No Online Multiplayer
13612,Switch,General,No Online Multiplayer
13614,PSP,Miscellaneous,04-Jan
13614,PSP,Compilation,04-Jan
13614,PSP,Compilation,04-Jan
13615,PlayStation4,Adventure,No Online Multiplayer
13615,PlayStation4,3D,No Online Multiplayer
13615,PlayStation4,First-Person,No Online Multiplayer
13617,3DS,Miscellaneous,04-Jan
13617,3DS,General,04-Jan
13617,3DS,General,04-Jan
13619,Xbox360,Driving,Up to 12 
13619,Xbox360,Racing,Up to 12 
13619,Xbox360,Arcade,Up to 12 
13620,PSP,Action,Up to 16 
13620,PSP,Shooter,Up to 16 
13620,PSP,Shooter,Up to 16 
13620,PSP,Third-Person,Up to 16 
13620,PSP,Sci-Fi,Up to 16 
13620,PSP,Sci-Fi,Up to 16 
13620,PSP,Arcade,Up to 16 
13621,DS,Action,1 Player
13621,DS,General,1 Player
13621,DS,General,1 Player
13622,GameCube,Action Adventure,1 Player
13622,GameCube,Modern,1 Player
13624,PlayStation3,Sports,Up to 16 
13624,PlayStation3,Individual,Up to 16 
13626,PlayStation2,Sports,2  Online
13626,PlayStation2,Traditional,2  Online
13626,PlayStation2,Sim,2  Online
13627,PC,Role-Playing,No Online Multiplayer
13627,PC,Action Adventure,No Online Multiplayer
13627,PC,Survival,No Online Multiplayer
13628,PlayStation3,Action,Up to 4 
13628,PlayStation3,General,Up to 4 
13628,PlayStation3,General,Up to 4 
13629,DS,Driving,8  Online
13629,DS,Racing,8  Online
13629,DS,Arcade,8  Online
13630,Switch,Action,No Online Multiplayer
13630,Switch,Platformer,No Online Multiplayer
13630,Switch,2D,No Online Multiplayer
13631,Switch,Role-Playing,No Online Multiplayer
13631,Switch,Japanese-Style,No Online Multiplayer
13632,PlayStation3,Action,2
13632,PlayStation3,Platformer,2
13632,PlayStation3,Platformer,2
13632,PlayStation3,2D,2
13632,PlayStation3,2D,2
13633,PlayStation4,Racing,Up to 6 
13633,PlayStation4,Arcade,Up to 6 
13636,PlayStation3,Sports,2  Online
13636,PlayStation3,Traditional,2  Online
13636,PlayStation3,Team,2  Online
13636,PlayStation3,Sim,2  Online
13636,PlayStation3,Sim,2  Online
13637,PC,Strategy,08-Jan
13637,PC,Real-Time,08-Jan
13637,PC,Modern,08-Jan
13637,PC,General,08-Jan
13637,PC,Modern,08-Jan
13638,GameBoyAdvance,Sports,02-Jan
13638,GameBoyAdvance,Traditional,02-Jan
13640,PlayStation2,Action,04-Jan
13640,PlayStation2,Shooter,04-Jan
13640,PlayStation2,First-Person,04-Jan
13640,PlayStation2,Historic,04-Jan
13643,PC,3D,No Online Multiplayer
13643,PC,Fighting,No Online Multiplayer
13643,PC,Action,No Online Multiplayer
13643,PC,Action Adventure,No Online Multiplayer
13643,PC,Beat-'Em-Up,No Online Multiplayer
13643,PC,Shooter,No Online Multiplayer
13643,PC,Beat-'Em-Up,No Online Multiplayer
13643,PC,Third-Person,No Online Multiplayer
13643,PC,3D,No Online Multiplayer
13643,PC,Arcade,No Online Multiplayer
13644,PC,General,Online Multiplayer
13644,PC,Strategy,Online Multiplayer
13644,PC,Real-Time,Online Multiplayer
13645,PSP,Miscellaneous,8  Online
13646,PlayStation4,Role-Playing,Up to 4 
13646,PlayStation4,Action RPG,Up to 4 
13647,Xbox360,Action,8  Online
13647,Xbox360,Fighting,8  Online
13647,Xbox360,Fighting,8  Online
13647,Xbox360,2D,8  Online
13647,Xbox360,2D,8  Online
13648,Switch,Action Adventure,No Online Multiplayer
13648,Switch,Survival,No Online Multiplayer
13652,Wii,Miscellaneous,1 Player
13652,Wii,Puzzle,1 Player
13652,Wii,Action,1 Player
13652,Wii,Puzzle,1 Player
13652,Wii,General,1 Player
13652,Wii,General,1 Player
13653,Xbox360,Action,No Online Multiplayer
13653,Xbox360,Miscellaneous,No Online Multiplayer
13653,Xbox360,General,No Online Multiplayer
13653,Xbox360,General,No Online Multiplayer
13653,Xbox360,Compilation,No Online Multiplayer
13654,PlayStation2,Adventure,1 Player
13654,PlayStation2,First-Person,1 Player
13654,PlayStation2,Modern,1 Player
13656,XboxOne,Racing,Up to 16 
13656,XboxOne,Simulation,Up to 16 
13656,XboxOne,Automobile,Up to 16 
13658,PlayStation4,Action,No Online Multiplayer
13658,PlayStation4,Platformer,No Online Multiplayer
13658,PlayStation4,2D,No Online Multiplayer
13659,PlayStation4,Action,No Online Multiplayer
13659,PlayStation4,Platformer,No Online Multiplayer
13659,PlayStation4,2D,No Online Multiplayer
13661,PC,Strategy,Online Multiplayer
13661,PC,Real-Time,Online Multiplayer
13662,Switch,Miscellaneous,2
13663,PlayStation3,Action,Up to 8 
13663,PlayStation3,Adventure,Up to 8 
13663,PlayStation3,Shooter,Up to 8 
13663,PlayStation3,Beat-'Em-Up,Up to 8 
13663,PlayStation3,Sci-Fi,Up to 8 
13663,PlayStation3,Sci-Fi,Up to 8 
13663,PlayStation3,Third-Person,Up to 8 
13663,PlayStation3,3D,Up to 8 
13663,PlayStation3,Arcade,Up to 8 
13664,Xbox360,Action,Up to 12 
13664,Xbox360,Shooter,Up to 12 
13664,Xbox360,Shooter,Up to 12 
13664,Xbox360,Third-Person,Up to 12 
13664,Xbox360,Sci-Fi,Up to 12 
13664,Xbox360,Sci-Fi,Up to 12 
13664,Xbox360,Arcade,Up to 12 
13665,PlayStation4,Sports,Up to 6 
13665,PlayStation4,Team,Up to 6 
13665,PlayStation4,Sim,Up to 6 
13667,PlayStation4,Role-Playing,No Online Multiplayer
13667,PlayStation4,General,No Online Multiplayer
13668,XboxOne,Racing,Up to 8 
13668,XboxOne,Simulation,Up to 8 
13668,XboxOne,Automobile,Up to 8 
13669,PC,Adventure,1 Player
13669,PC,Third-Person,1 Player
13669,PC,Modern,1 Player
13670,GameBoyAdvance,Action,1 Player
13670,GameBoyAdvance,Beat-'Em-Up,1 Player
13671,PlayStation2,Miscellaneous,02-Jan
13673,Xbox360,Action,02-Jan
13673,Xbox360,Shooter,02-Jan
13673,Xbox360,Shooter,02-Jan
13674,PC,Simulation,1 Player
13674,PC,General,1 Player
13674,PC,General,1 Player
13674,PC,Combat,1 Player
13675,Xbox360,Action,2  Online
13675,Xbox360,Shooter,2  Online
13675,Xbox360,Shooter,2  Online
13676,PC,Role-Playing,No Online Multiplayer
13676,PC,General,No Online Multiplayer
13676,PC,Action RPG,No Online Multiplayer
13677,PC,Strategy,8  Online
13677,PC,Real-Time,8  Online
13677,PC,Historic,8  Online
13677,PC,General,8  Online
13677,PC,Historic,8  Online
13679,XboxOne,Sports,No Online Multiplayer
13679,XboxOne,Individual,No Online Multiplayer
13680,PlayStation4,Action,2
13680,PlayStation4,Platformer,2
13680,PlayStation4,2D,2
13681,GameCube,Action Adventure,04-Jan
13681,GameCube,Modern,04-Jan
13682,PC,Adventure,No Online Multiplayer
13682,PC,General,No Online Multiplayer
13683,DS,Action Adventure,No Online Multiplayer
13683,DS,Historic,No Online Multiplayer
13683,DS,General,No Online Multiplayer
13683,DS,Historic,No Online Multiplayer
13686,PlayStation3,Action,No Online Multiplayer
13686,PlayStation3,General,No Online Multiplayer
13686,PlayStation3,General,No Online Multiplayer
13687,Xbox360,Action,4  Online
13687,Xbox360,Sports,4  Online
13687,Xbox360,General,4  Online
13687,Xbox360,Individual,4  Online
13688,PC,Adventure,No Online Multiplayer
13688,PC,General,No Online Multiplayer
13689,PlayStation3,Sports,02-Jan
13689,PlayStation3,Individual,02-Jan
13690,GameCube,Action,1 Player
